position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	2TIlqbIneP0ZY1O0EzYLlc	Someone You Loved	Lewis Capaldi	3450868	1	12	1	0
2	5itOtNx0WxtJmi1TQ3RuRd	Giant (with Rag'n'Bone Man)	Calvin Harris	2830857	2	10	2	0
3	5WHTFyqSii0lmT9R21abT8	Don't Call Me Up	Mabel	2435599	6	9	3	3
4	4kV4N9D1iKVxx1KLvtTpjS	break up with your girlfriend, i'm bored	Ariana Grande	2321204	3	6	1	-1
5	4y3OI86AEP6PQoDE6olYhO	Sucker	Jonas Brothers	2260264	8	3	5	3
6	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	2120573	4	6	2	-2
7	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	2086417	7	13	2	0
8	3rqmxZNh2BRgJ3BiCPFTSG	Disaster (feat. J Hus)	Dave	1850354	5	2	5	-3
9	03x2rVJRFUrvwlfxoHd9Mo	Just You and I	Tom Walker	1845622	14	3	9	5
10	3z4CGd63tpUn9a6oQSG0CI	Location (feat. Burna Boy)	Dave	1843962	10	2	10	0
11	2cytBOLpwFRX7J9URCrFIe	Options	NSG	1838477	12	12	8	1
12	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	1838392	11	10	4	-1
13	7COXchtUOMd6uIT6HvmRaI	i'm so tired...	Lauv	1770247	13	8	13	0
14	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1610843	15	12	3	1
15	59PUOc7B0WCNNx8Nr4qaA4	Streatham	Dave	1568930	9	2	9	-6
16	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	1453613	16	24	3	0
17	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	1424962	17	24	1	0
18	7eBqSVxrzQZtK2mmgRG6lC	Murder On My Mind	YNW Melly	1363346	21	5	17	3
19	5icOoE6VgqFKohjWWNp0Ac	Here With Me	Marshmello	1297211	56	2	19	37
20	0rTV5WefWd1J3OwIheTzxM	Talk	Khalid	1292374	24	6	18	4
21	4NzMOnvSJVNKF7nw5NkXIP	bury a friend	Billie Eilish	1264113	18	8	3	-3
22	1ABvDz0JnQGO8M8NYjRNMp	Don’t Feel Like Crying	Sigrid	1225499	40	2	22	18
23	3e9HZxeyfWwjeyPAMmWSSQ	thank u, next	Ariana Grande	1158025	23	6	3	0
24	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	1124880	25	16	14	1
25	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	1066710	27	31	2	2
26	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	1062743	26	9	8	0
27	7DHApOHsIFo7EyfieArYGE	Walk Me Home	P!nk	1056246	32	4	27	5
28	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	1043007	41	12	28	13
29	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	1039375	33	52	1	4
30	0PG9fbaaHFHfre2gUVo7AN	Please Me	Cardi B	1023785	30	5	24	0
31	0J43IKwcofdlTQPjcbHxCM	Black	Dave	1022894	22	2	22	-9
32	1fp2uoWXPca3mIdxRHIgQm	Advice	Cadet	1018478	31	27	22	-1
33	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	1003993	35	39	17	2
34	3oh6SCCeLuXhFpEyepla6G	Thotiana	Blueface	966357	42	7	27	8
35	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	915132	44	33	6	9
36	65TggCitjPK0sUXtwgOkN9	Screwface Capital	Dave	911471	20	2	20	-16
37	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	897567	46	15	11	9
38	0FWAIRd9Uz5uNek7cALYNC	Psycho	Dave	882777	19	2	19	-19
39	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	881984	45	24	3	6
40	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	868258	47	47	2	7
41	4txc3txsIt81diMzGhrVPS	wish you were gay	Billie Eilish	863153	28	3	28	-13
42	01IQ4aQgOf0Kkq3a273hmO	Funky Friday	Dave	860163	49	24	1	7
43	1RJHieKAxYz9qbREvOR5eA	Kitchen Kings	D-Block Europe	833547	52	5	31	9
44	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	826647	37	16	6	-7
45	6Hj9jySrnFppAI0sEMCZpJ	Robbery	Juice WRLD	813941	34	2	34	-11
46	7cz506PyIgh2bMN90Mc8Tn	Boasty (feat. Idris Elba)	Wiley	806879	80	7	46	34
47	6ZRuF2n1CQxyxxAAWsKJOy	Nights Like This (feat. Ty Dolla $ign)	Kehlani	795756	48	4	28	1
