position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	1H3oIeKUEHpBhXUiso0IMH	Kokain	Bonez MC	4045984	1	2	1	0
2	6XjEOPgbgHKcaHcunEHSJJ	UFF	Veysel	3652684	nan	1	2	new
3	5UtiebKGhsSce9gX1qCqic	BONNIE & CLYDE	Loredana	3524415	2	2	2	-1
4	4IAVIBh9jbYN30DwpHFMD4	INTERNATIONAL GANGSTAS	Farid Bang	3122462	nan	1	4	new
5	641R77CBy4bOLGRcA9sgHy	500 PS	Bonez MC	2923684	4	8	2	-1
6	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	2900836	3	15	1	-3
7	2eNSyVH3sNPiAj9WpRYK73	Dior 2001	RIN	2692385	5	6	3	-2
8	0oZyouBDStcJEUbTmSfys2	Facetime	Dardan	2665586	6	6	5	-2
9	4S8d14HvHb70ImctNgVzQQ	I Love It (& Lil Pump)	Kanye West	2431978	8	3	8	-1
10	5d35jcJj7WjDQBOHCHPY6t	Melodien (feat. Juju)	Capital Bra	2248263	7	8	1	-3
11	0Dn40gxVCMo5TkgS8Ik18Q	Falling Down - Bonus Track	Lil Peep	2142906	105	2	11	94
12	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	2022738	11	6	11	-1
13	0mjbIwkdLPK5g2nGzhacjU	Risiko	Bonez MC	1992781	9	4	5	-4
14	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	1895013	13	6	13	-1
15	0jB0RNZIfaihaDKNmdrI40	Casanova	Summer Cem	1583985	15	9	3	0
16	0d2iYfpKoM0QCKvcLCkBao	Eastside (with Halsey & Khalid)	benny blanco	1571899	16	11	12	0
17	214Mx6MSJhtaO1uPtZGqLH	Copacabana	Leon Machère	1501148	19	9	11	2
18	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	1496735	14	8	7	-4
19	4mGxpq4nAOz9ZHe7GmPcgO	BlaBla	Azzi Memo	1493392	nan	1	19	new
20	6ctK397vh20Ok72DMhbRI6	Wie ein Alpha	Kollegah	1481203	161	2	20	141
21	1phPPgHcR590i0y8c9H36r	Wellou	Kurdo	1436055	nan	1	21	new
22	3u1S1OmAUhx5DRlLrXqyp3	Rise	Jonas Blue	1393822	20	16	7	-2
23	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	1376137	25	11	20	2
24	0tp6mwUt99QnfY95T30Lqj	Blah Blah Blah	Armin van Buuren	1363928	23	12	17	-1
25	0VNlBq4JKqvlIlveSwC4WJ	Mercedes	Eno	1334440	21	10	3	-4
26	3yhaXZury9ZUpfXvdvuWiB	Vagabund	Bausa	1318050	22	5	9	-4
27	60SdxE8apGAxMiRrpbmLY0	Lucky You (feat. Joyner Lucas)	Eminem	1300108	17	4	10	-10
28	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	1279744	29	14	28	1
29	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	1240178	24	15	12	-5
30	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	1207649	34	9	30	4
31	1MFSD0AkPk8Yq7TDEhrHcb	Bella ciao - HUGEL Remix	El Profesor	1192810	28	17	4	-3
32	6kPJZM97LwdG9QIsT7khp6	Solo (feat. Demi Lovato)	Clean Bandit	1192699	27	19	2	-5
33	7k6sTmc6wuOnvelPcOMyf1	Unterwegs	AK Ausserkontrolle	1188404	26	4	21	-7
34	3DGar7krWlmrXRFHBcQF6z	Whenever (feat. Conor Maynard)	Kris Kross Amsterdam	1112301	31	7	31	-3
35	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	1070065	30	19	10	-5
36	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	1020898	33	10	2	-3
37	3AXtDUSO78KrGa9Rq8rWUS	One Night Stand	Capital Bra	1014609	35	14	3	-2
38	5f6Bft94CPc7caZuqywckE	Testarossa	Miami Yacine	998285	32	6	17	-6
39	77YLeSEI8unMbZVWNUqioQ	Only Thing We Know	Alle Farben	997360	36	11	31	-3
40	5HZaPWkOHUioEbruRY8HnL	Mephisto	Bushido	996135	10	2	10	-30
41	77VLYTyrdlHEWcjhjQoXlz	Oh Child	Robin Schulz	977951	39	2	39	-2
42	5psDugCQ2V8uayDeSuTvdD	"Immer wenn wir uns sehn (""Das schönste Mädchen der Welt"", Soundtrack)"	LEA	972387	54	6	42	12
43	2zy9TMoZlYGuCNY4TLqG24	Don't Leave Me Alone (feat. Anne-Marie)	David Guetta	972184	40	2	40	-3
44	7ecGSqT8Ulbzhs5QwgWGVN	Neymar	Capital Bra	966264	38	14	5	-6
45	2E124GmJRnBJuXbTb4cPUB	FEFE (feat. Nicki Minaj & Murda Beatz)	6ix9ine	960981	37	10	15	-8
46	63SevszngYpZOwf63o61K4	Nevermind	Dennis Lloyd	957972	43	29	4	-3
47	7bTpDFKTd8GiLzrDclmCjh	Ruf mich nicht an	Mert	942264	nan	1	47	new
48	1ZxBGZ7pxkh0VwFRp6biXk	Ballin	Luciano	891473	41	11	7	-7
49	2BgEsaKNfHUdlh97KmvFyo	2002	Anne-Marie	881026	47	7	25	-2
50	78CLZUWhsxIDwObCKOh1fh	Für Euch alle (feat. Samra & Capital Bra)	Bushido	862617	46	12	1	-4
51	4leY6qRRp1GGnv5gvMMYVr	Cane Cane	Eno	858912	18	2	18	-33
52	5B7AL4ZcRVNsUzR8WUVxmT	Safe	Nico Santos	826337	48	14	31	-4
53	194IS9NnPN3clG6v3BakTR	Habibo	Veysel	823006	49	13	6	-4
54	5Xn4IyTtW6FUGIUyWjbUHG	Goodbye (feat. Nicki Minaj & Willy William)	Jason Derulo	816265	56	5	54	2
55	4rAN7PfOWxyR9MAeUd7wLy	Nike Pullover	Azet	803294	42	8	14	-13
56	0s3nnoMeVWz3989MkNQiRf	Lucid Dreams	Juice WRLD	795987	52	11	29	-4
57	5WvAo7DNuPRmk4APhdPzi8	No Brainer	DJ Khaled	774489	45	9	17	-12
58	1iBOPEE6fIMsl7GMMcEyCF	Jennie (feat. R. City, Bori)	Felix Jaehn	748326	55	20	25	-3
