position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0sSG83UxY15ft1E2N9THYF	今夜このまま	Aimyon	340847	1	6	1	0
2	1vVm7saDXHk99SU5BFUDpp	Stand Out Fit In	ONE OK ROCK	330802	nan	1	2	new
3	7tFiyTwD0nx5a1eklYtX2J	Bohemian Rhapsody - 2011 Mix	Queen	208463	5	4	3	2
4	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	201861	3	4	3	-1
5	184XtKkzoAl83quIarUAJP	YES or YES	TWICE	199588	2	4	2	-3
6	0jWVUKsIoyo3zw64RaEWYg	マリーゴールド	Aimyon	193087	4	19	4	-2
7	59eluCMn0XbOWqeWQ91FTM	君はロックを聴かない	Aimyon	183567	6	43	5	-1
8	4qZyuyqLoZ3CaH79rGvJFR	U.S.A.	DA PUMP	166339	7	25	1	-1
9	4IouQaO9GkaHC7AtMErdSa	打上花火	DAOKO	165241	10	50	1	1
10	0N8Xztr4pBHJ7V0moJWhbO	愛を伝えたいだとか	Aimyon	162002	11	42	10	1
11	77lmDcPPyY6kK907gdgC6i	HANABI	Mr.Children	161869	9	29	1	-2
12	08XBLK5BlN5ZBLukMO49jy	Kaerimichiwa Toomawarishitakunaru	Nogizaka46	154043	8	2	8	-4
13	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	144751	12	66	1	-1
14	5vdp5UmvTsnMEMESIF2Ym7	Another One Bites The Dust - Remastered 2011	Queen	141293	19	3	14	5
15	6cFZ4PLC19taNlpl9pbGMf	Somebody To Love - 2011 Mix	Queen	139974	16	3	15	1
16	7swIKcU4tFRk4iFJpi12Fg	小さな恋のうた	MONGOL800	133571	14	66	7	-2
17	0ve9Tpz8Yw0I4eXhWsy21o	ワタリドリ	[Alexandros]	133385	18	66	7	1
18	7CmWXD3w1xOO53AAO4LRVQ	愛をこめて花束を	Superfly	132458	15	66	6	-3
19	7GqWnsKhMtEW0nzki5o0d8	Killer Queen - 2011 Mix	Queen	128501	24	3	19	5
20	6KBj27Bko8gh71gpx0PzIG	Change	ONE OK ROCK	124241	41	36	1	21
21	4pbJqGIASGPr0ZpGpnWkDn	We Will Rock You - Remastered	Queen	121881	32	3	21	11
22	2PwOOgg8PavBNIWsPLIkr3	まっしろ	Vickeblanka	120397	52	2	22	30
23	3YO08EfyAkr3WEba4xmWkS	Ainokatachi (feat. HIDE (GReeeeN))	MISIA	118039	13	11	7	-10
24	46gSY0U7ZZCmd7EuJuo15N	恋音と雨空	AAA	116971	20	66	7	-4
25	2H3bOGOE50qEo5wAYoJiwL	貴方解剖純愛歌〜死ね〜	Aimyon	115631	21	17	21	-4
26	0YAMQSmHk6BSUGTYpaoqTJ	Wherever you are	ONE OK ROCK	115417	23	66	5	-3
27	2J0X46UkpfLlWbuCXFgDLr	Waste It On Me (feat. BTS)	Steve Aoki	114132	17	3	11	-10
28	5T8EDUDqKcs6OSOwEsfqG7	Don't Stop Me Now - 2011 Mix	Queen	110023	47	3	28	19
29	0V2axJ946WH1vt9t5SGMLV	Story	AI	108218	27	55	19	-2
30	69jrtjVjyzRyPCDg0dHYCX	生きていたんだよな	Aimyon	106446	51	14	30	21
31	4w8niZpiMy6qz1mntFA5uM	Taki Taki (with Selena Gomez, Ozuna & Cardi B)	DJ Snake	105330	26	9	6	-5
32	2fuCquhmrzHpu5xcA1ci9x	Under Pressure - Remastered	Queen	105226	55	3	32	23
33	3HbyFbxDryIfoWrS6GXuBw	HONEY	RIRI	103320	nan	1	33	new
34	2gasr6aemUqZIBBN05EO03	My Boo	Shota Shimizu	103201	30	66	4	-4
35	0XvOvUbvflmXxU8yqnF8Cp	Stand By You	Official HIGE DANdism	102307	35	7	20	0
36	7iXHLtPosbHvglVSJ4rxLq	愛唄	GReeeeN	101972	38	53	6	2
37	6ODZT1FGTE2q4two05giS1	新宝島	Sakanaction	101117	39	36	4	2
38	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	100261	29	15	6	-9
39	4PqDkR6YM80Sy590Qsy6mm	ハナミズキ	Yo Hitoto	99414	46	51	23	7
40	7ztdl6cnbJgHRdMkKldkts	キセキ	GReeeeN	99164	45	66	21	5
41	1j0gnUsr5Txd8Oq4wbzlRg	Too Proud (feat. XZT, Suboi & EK) - L1 Remix	Hikaru Utada	98635	22	3	14	-19
42	1A6OTy97kk0mMdm78rHsm8	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	98522	34	6	30	-8
43	4IubwxgmXeZtDtYjTaT9gN	鱗(うろこ)	Motohiro Hata	97770	33	22	19	-10
44	22aZD7yaGYfhgCYazL4nbc	366日	HY	97608	48	45	26	4
45	4feDzcxtXRU8clyOluco5Y	どんなときも。	Noriyuki Makihara	97069	40	50	25	-5
46	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	96837	37	66	23	-9
47	0a3587n25Xhw098UeEbeJq	青と夏	Mrs. GREEN APPLE	96139	43	20	6	-4
48	13hvHEstJ4sNbzdroPrPI3	Kiss and Make Up	Dua Lipa	95869	25	6	8	-23
49	1RI9DeYuc16mTzr94zGjfC	アルペジオ	[Alexandros]	94548	nan	1	49	new
50	5Ek40FyMPprcvtyZDjqylX	What is Love?	TWICE	94082	36	21	25	-14
51	0bYg9bo50gSsH3LtXe2SQn	All I Want for Christmas Is You	Mariah Carey	89488	63	8	3	12
52	70xcWRujaf34LOu0Vdubtp	innocent world	Mr.Children	88833	49	29	19	-3
53	3UJIq4L2TI6vdKyW0ed0e4	獣ゆく細道	Sheena Ringo	83712	28	9	5	-25
54	4f3nDjgqXurMryYBSp0TZD	The Beginning	ONE OK ROCK	82654	89	66	24	35
55	2qT1uLXPVPzGgFOx4jtEuo	no tears left to cry	Ariana Grande	82452	44	15	9	-11
56	0I20rLT2MJDhcF96AjbNYo	Stay	Zedd	81943	50	48	4	-6
57	2wVDWtLKXunswWecARNILj	SOLO	JENNIE	78470	68	2	57	11
58	7BKLCZ1jbUBVqRi2FVlTVw	Closer	The Chainsmokers	78187	56	66	12	-2
59	31yv1hR9gw1WSEmtqsaZbD	花束を君に	Hikaru Utada	77846	53	22	11	-6
60	6UrocZrUx9Nb490ACF5UBP	満月の夜なら	Aimyon	77574	61	17	60	1
61	2BgEsaKNfHUdlh97KmvFyo	2002	Anne-Marie	77071	54	16	9	-7
62	5RbMlPFL4gVyEHW2lEOuzG	奏(かなで)	Sukima Switch	76633	60	15	57	-2
63	0kA7SWxWPYqSyIbMl51X5b	君に届け	flumpool	76187	62	36	25	-1
64	5Fla3zyOCcIRqrDoKLU0DP	Let You Love Me	Rita Ora	76024	nan	1	64	new
65	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	75119	65	8	60	0
66	3KLygy1YWhmrQx0GRs7IOx	Rise	Jonas Blue	74423	58	3	44	-8
67	04vWAqnvToa2v4D4A2yhzH	トリコ	Nissy	72186	59	9	26	-8
68	3aW0ds4A4tSQDIp75FqWTo	FAKE LOVE	BTS	71923	57	28	1	-11
69	0QKmcZNAST4GytJYmkN05D	Sayonara Elegy	Masaki Suda	71076	69	36	1	0
70	5YP52gnoypy9H1jg5RIwUW	ロビンソン	SPITZ	71040	72	51	38	2
71	281tmNk46TBQS9ACYMLYyA	Dance The Night Away	TWICE	70966	67	21	11	-4
72	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	70180	71	24	14	-1
73	1lCRw5FEZ1gPDNPzy1K4zW	We Are The Champions - Remastered 2011	Queen	69657	110	2	73	37
74	5xJgF12zKoxMqayN8YldLB	ふたりの世界	Aimyon	69226	76	5	74	2
75	116H0KvKr2Zl4RPuVBruDO	MIA (feat. Drake)	Bad Bunny	68983	66	7	25	-9
76	6YcvfXy4wTvjaIniIBuh30	AM11:00	HY	68180	74	45	21	-2
77	6xdLJrVj4vIXwhuG8TMopk	Crazy Little Thing Called Love - Remastered 2011	Queen	68037	109	3	77	32
78	0PnrdoLqdpScsUTYd06Zb8	Katharsis	TK from Ling tosite sigure	67185	nan	1	78	new
79	3e9PBNxsJtjf7U2S2YEux5	Illumination	SEKAI NO OWARI	67082	136	7	32	57
80	2iQeswvPmr9pAlBjx6Ilyb	浪漫飛行	Kome Kome Club	66391	85	42	54	5
81	14sOS5L36385FJ3OL8hew4	Happy Now	Kygo	66291	75	5	51	-6
82	0YwBZKT8JE4U5TwmYE9BV9	Radio Ga Ga - Live Aid	Queen	65942	99	3	82	17
83	2LskIZrCeLxRvCiGP8gxlh	Arms Around You (feat. Maluma & Swae Lee)	XXXTENTACION	65200	81	5	49	-2
84	4Eb5cLWxKQUoUQaKUYSRgI	LIKEY	TWICE	65184	80	57	5	-4
85	09IStsImFySgyp0pIQdqAc	The Middle	Zedd	64988	73	26	4	-12
86	2x5WKlrlVh8yCuQXLw5pSO	VOICE	Nulbarich	64985	nan	1	86	new
87	5PF0IW8iHqOcTWAyRqiDzb	Home	Shota Shimizu	64947	82	66	24	-5
88	7vwXjDrZT2mqiFynlEwwgG	さよならの前に	AAA	64754	86	66	21	-2
89	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	64620	70	5	70	-19
90	2AIWoHr9DF6y4KALCBKWQS	IDOL	BTS	64082	84	14	3	-6
91	5SE57ljOIUJ1ybL9U6CuBH	DNA	BTS	63919	83	63	3	-8
92	3wJHCry960drNlAUGrJLmz	ただ君に晴れ	ヨルシカ	63112	96	7	80	4
93	0lizgQ7Qw35od7CYaoMBZb	Santa Tell Me	Ariana Grande	62881	nan	1	93	new
94	5DMEvbg3gUmiR5HIBWdveV	ノーダウト	Official HIGE DANdism	62794	88	25	13	-6
95	1fRaznZsAB2i63TtmYv2Hc	La Vie en Rose	IZ*ONE	62709	92	4	53	-3
96	7wC5eZcFS1Q1BsQ35DU6H4	come out and play	Billie Eilish	62168	nan	1	96	new
97	6LKYeyLt4G4SlZ6OJwFhVS	This Feeling (feat. Kelsea Ballerini)	The Chainsmokers	62097	64	2	64	-33
