position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	3Hb9kUdm4yf839Fle4RIdT	Parado no Bailão	MC L da Vinte	3861045	1	11	1	0
2	5EKHbW7mXcAR4hCyS3YXjb	Atrasadinha - Ao Vivo	Felipe Araújo	3732262	2	12	1	0
3	2H1liABu20HXBOmbt5SQz1	Ciumeira - Ao Vivo	Marília Mendonça	3457906	3	16	1	0
4	2lAyctg5FocS67eksHoyIg	Quem Me Dera	Márcia Fellipe	3075546	nan	1	4	new
5	2X8sssaxS5GReg6945B6RW	Só Pra Castigar	Wesley Safadão	2992992	5	13	4	0
6	0PaAB17axL9hn88mHiw8g0	Não Fala Não pra Mim	Humberto & Ronaldo	2649783	8	23	5	2
7	7rLegaz7zKB6EtDNzcslKE	Medley da Gaiola - Dennis DJ Remix	MC Kevin o Chris	2625747	6	15	4	-1
8	0kCqaybZgYcLYxzZymmBoc	Quem Pegou, Pegou - Ao Vivo	Henrique & Juliano	2509906	21	16	8	13
9	51HrDv54pSe1IqynORNXBd	O Bebê	MC Kevinho	2363321	10	14	2	1
10	4xc6RrWzEOdprPqYn9Cyen	Só Você	Dennis DJ	2349799	11	20	2	1
11	1IJH7QjV5V99eJBtKXqGXE	Largado Às Traças - Ao Vivo	Zé Neto & Cristiano	2344914	16	30	1	5
12	1KFN3kB4hc6r7ILpifFsqf	Veneno	Anitta	2304267	9	5	1	-3
13	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	2225393	7	6	7	-6
14	2PMLdLt5QeOuOgxfAvx1in	Sofazinho - Ao Vivo	Luan Santana	2152426	14	13	6	0
15	5yH8pYxNckOU1cxfPsMIaz	Agora é Tudo Meu	Dennis DJ	2108326	nan	1	15	new
16	2dmGj5Nf01FcR6N4HPzAbL	Saudade Nível Hard	Yasmin Santos	2092903	15	18	7	-1
17	7LPR6AdkOQR9WpEixCGNCk	Sapequinha	Lexa	2082691	12	15	12	-5
18	74n5d5M21JnC4WJ6gdkggK	Propaganda - Ao Vivo	Jorge & Mateus	1949862	20	42	2	2
19	0IQCOAw9ZAI6WnXIrl481F	Hoje Eu Vou Parar Na Gaiola	Mc Livinho	1928750	18	5	18	-1
20	1qCLx3nX25NuhfPjM5E1qV	Ouvi Dizer	Melim	1926620	13	21	13	-7
21	2Ab1wPTEqulaCGoBak1gUo	Ao Vivo E A Cores	Matheus & Kauan	1915070	19	31	1	-2
22	6pgoGpBkKUvXrrU95j0khl	Cidade Vizinha - Ao Vivo	Henrique & Juliano	1824732	17	10	6	-5
23	2qkNnJvQvhLiZ63X1L3eFz	Notificação Preferida - Ao Vivo	Zé Neto & Cristiano	1817011	22	26	13	-1
24	7KdcbYcVF8LkQeQcTYOixJ	Vingança - Ao Vivo	Luan Santana	1783994	35	13	24	11
25	5U28PY9MekLyCBYtLHGQpe	Meu Abrigo	Melim	1651421	23	27	3	-2
26	0E5S49GCejjIo9Bjmo5Q4z	Sem Sal - Ao Vivo	Marília Mendonça	1649485	30	7	26	4
27	5Vw6ZLNB6Ko7VZM6vmNIbr	O Alvo - Ao Vivo	Diego & Victor Hugo	1619794	28	47	12	1
28	7uU04pPMnKELpv8mIJ3yLa	Zé da Recaída - Ao Vivo	Gusttavo Lima	1607393	25	7	24	-3
29	2odzriVVZBwYOiYJEj30tm	Pouca Pausa	Clau	1553113	24	26	8	-5
30	3fLqmaO4vvZpFZSZy52VMp	Deixa (feat. Ana Gabriela)	Lagum	1504728	29	27	28	-1
31	5TUYLsiIi3tuvR2fCJjZUy	Kikadinha	Jerry Smith	1501906	26	15	15	-5
32	1fyhyOy6iS9E2NckAzjmTo	Status Que Eu Não Queria - Ao Vivo	Zé Neto & Cristiano	1468405	34	30	6	2
