position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0TK2YIli7K1leLovkQiNik	Señorita	Shawn Mendes	2907571	nan	1	1	new
2	5ry2OE6R2zPQFDO85XkgRb	Money In The Grave (Drake ft. Rick Ross)	Drake	2444263	1	2	1	-1
3	6u7jPi22kF8CTQ3rb9DHE7	Old Town Road (feat. Billy Ray Cyrus) - Remix	Lil Nas X	1637802	2	12	1	-1
4	3HVWdVOQ0ZA45FuZGSfvns	I Don't Care (with Justin Bieber)	Ed Sheeran	1495416	3	7	1	-1
5	6fTt0CH2t0mdeB2N9XFG5r	Panini	Lil Nas X	1416363	nan	1	5	new
6	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	1394375	5	13	1	-1
7	29fRTIKsJhLUJoldM89GZS	You Need To Calm Down	Taylor Swift	1265230	4	2	4	-3
8	7FEwp8BavoEVE3AnxJDchc	No Guidance (feat. Drake)	Chris Brown	1119619	6	3	4	-2
9	1kBbgxAUc4HQv7cgIayIDH	Ransom	Lil Tecca	1114384	nan	1	9	new
10	7DcvwMAiqKJQD1rrdfxSDx	The London (feat. J. Cole & Travis Scott)	Young Thug	986827	8	5	3	-2
11	4hPpVbbakQNv8YTHYaOJP4	One Thing Right	Marshmello	983379	nan	1	11	new
12	6LsAAHotRLMOHfCsSfYCsz	If I Can't Have You	Shawn Mendes	959507	10	8	3	-2
13	5PYQUBXc7NYeI1obMKSJK0	Never Really Over	Katy Perry	935408	11	4	10	-2
14	543bCW2ruMPmxUBWirQ3MR	Cross Me (feat. Chance the Rapper & PnB Rock)	Ed Sheeran	891500	14	5	5	0
15	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	867289	12	26	2	-3
16	7Feaw9WAEREY0DUOSXJLOM	Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)	Martin Garrix	806255	19	9	15	3
17	6uFn47ACjqYkc0jADwEdj1	Pop Out (feat. Lil Tjay)	Polo G	795894	13	3	8	-4
18	5qmq61DAAOUaW8AUo8xKhh	Truth Hurts	Lizzo	787189	21	8	9	3
19	53CJANUxooaqGOtdsBTh7O	Old Town Road	Lil Nas X	782122	17	15	2	-2
20	05CwHjIk71RXVU40boRMnR	Call You Mine	The Chainsmokers	776451	22	4	20	2
21	22vgEDb5hykfaTwLuskFGD	Sucker	Jonas Brothers	756100	15	3	9	-6
22	6moU77g9RQyMzHNuKEaQKq	It's You	Ali Gatie	733157	25	2	22	3
23	1kK6DwzyXJSp58u5HYWwuD	Go Loko (feat. Tyga, Jon Z)	YG	710974	16	5	16	-7
24	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	704108	18	27	1	-6
25	0DiDStADDVh3SvAsoJAFMk	Only Human	Jonas Brothers	673354	27	3	24	2
