position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	14msK75pk3pA33pzPVNtBF	7 rings	Ariana Grande	2271756	1	3	1	0
2	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	1667986	2	3	2	0
3	4NzMOnvSJVNKF7nw5NkXIP	bury a friend	Billie Eilish	1657904	96	2	3	93
4	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1620665	3	7	1	-1
5	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1498955	4	8	2	-1
6	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	1076009	5	10	2	-1
7	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1026871	7	27	2	0
8	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	1014461	6	18	4	-2
9	3Ol2xnObFdKV9pmRD2t9x8	Look Back at It	A Boogie Wit da Hoodie	965803	9	7	9	0
10	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	927705	8	4	7	-2
11	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	912403	18	25	2	7
12	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	804215	10	14	1	-2
13	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	782196	11	18	4	-2
14	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	754156	12	8	4	-2
15	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	727941	14	16	14	-1
16	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	721520	16	18	10	0
17	3oh6SCCeLuXhFpEyepla6G	Thotiana	Blueface	721114	58	4	17	41
18	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	Sheck Wes	711133	13	18	4	-5
19	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	706573	15	33	10	-4
20	2t8yVaLvJ0RenpXUIAC52d	a lot	21 Savage	693717	44	7	20	24
21	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	659879	19	9	11	-2
