position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	3HVWdVOQ0ZA45FuZGSfvns	I Don't Care (with Justin Bieber)	Ed Sheeran	2625021	nan	1	1	new
2	6u7jPi22kF8CTQ3rb9DHE7	Old Town Road (feat. Billy Ray Cyrus) - Remix	Lil Nas X	1855080	1	6	1	-1
3	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	1624497	4	7	1	1
4	6LsAAHotRLMOHfCsSfYCsz	If I Can't Have You	Shawn Mendes	1430031	3	2	3	-1
5	2MuMD298IpYqKF367wegUd	Homicide (feat. Eminem)	Logic	1327108	nan	1	5	new
6	53CJANUxooaqGOtdsBTh7O	Old Town Road	Lil Nas X	1090688	5	9	2	-1
7	4Sib57MmYGJzSvkW84jTwh	ME! (feat. Brendon Urie of Panic! At The Disco)	Taylor Swift	1022022	6	3	3	-1
8	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	997892	7	20	2	-1
9	6nDKrPlXdpomGBgAlO7UdP	SOS	Avicii	920563	8	5	5	-1
10	4y3OI86AEP6PQoDE6olYhO	Sucker	Jonas Brothers	869833	10	11	1	0
11	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	826600	9	21	5	-2
12	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	766012	11	21	1	-1
13	2JvzF1RMd7lE3KmFlsyZD8	MIDDLE CHILD	J. Cole	737590	13	17	2	0
14	6TqXcAFInzjp0bODyvrWEq	Talk (feat. Disclosure)	Khalid	730403	14	6	11	0
15	5AjINjwKyRvQJhSe2zpPHi	Pop Out (feat. Lil Tjay)	Polo G	725441	20	9	15	5
16	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	724230	12	14	1	-4
17	5qmq61DAAOUaW8AUo8xKhh	Truth Hurts	Lizzo	702711	19	2	17	2
18	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	670902	15	24	2	-3
19	5icOoE6VgqFKohjWWNp0Ac	Here With Me	Marshmello	632592	22	10	12	3
20	7Feaw9WAEREY0DUOSXJLOM	Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)	Martin Garrix	630729	37	3	20	17
21	7njKgVl3AnLflRad38o7AG	Paradise	Bazzi	627870	27	6	21	6
