position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0bYg9bo50gSsH3LtXe2SQn	All I Want for Christmas Is You	Mariah Carey	2126468	4	23	1	3
2	2FRnf9qhLbvw8fu4IBXx78	Last Christmas	Wham!	1688465	10	20	2	8
3	1rgnBhdG2JDFTbYkYRZAku	Dance Monkey	Tones And I	1600761	1	22	1	-2
4	0lLdorYw7lVrJydTINhWdI	It's Beginning to Look a Lot like Christmas	Michael Bublé	1547582	16	20	4	12
5	696DnlkuDOXcMAnKlTgXXK	ROXANNE	Arizona Zervas	1470997	2	6	1	-3
6	1IcR6RlgvDczfvoWJSSY2A	It's the Most Wonderful Time of the Year	Andy Williams	1463725	22	2	6	16
7	2EjXfH91m7f8HiJN1yQg97	Rockin' Around The Christmas Tree	Brenda Lee	1413255	27	11	2	20
8	3hBXvHLlTHvnbwrPbeoyAj	Jingle Bell Rock	Bobby Helms	1411284	28	7	8	20
9	0lizgQ7Qw35od7CYaoMBZb	Santa Tell Me	Ariana Grande	1345219	20	14	8	11
10	6tjituizSxwSmBB5vtgHZE	Holly Jolly Christmas	Michael Bublé	1339591	24	17	10	14
11	0nbXyq5TXYPCO7pr3N8S4I	The Box	Roddy Ricch	1304495	9	3	9	-2
12	7xapw9Oy21WpfEcib2ErSA	Mistletoe	Justin Bieber	1274436	25	14	12	13
13	4PS1e8f2LvuTFgUs1Cn3ON	The Christmas Song (Merry Christmas To You)	Nat King Cole	1228995	35	10	13	22
14	4kKdvXD0ez7jp1296JmAts	Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)	Frank Sinatra	1228785	34	6	14	20
15	3zJw3rugfpVrmBeDDnUYzy	Happy Xmas (War Is Over) - Remastered	John Lennon	1162185	41	14	15	26
16	0247StOpd3AkeBQzANX4Zf	Do They Know It's Christmas? - 1984 Version	Band Aid	1161812	40	12	5	24
17	65Q2mv3UlVi9eO70OpsmSe	A Holly Jolly Christmas - Single Version	Burl Ives	1160606	39	15	17	22
18	4so0Wek9Ig1p6CRCHuINwW	White Christmas	Bing Crosby	1095931	45	16	16	27
19	7taXf5odg9xCAZERYfyOkS	Feliz Navidad	José Feliciano	1084055	47	14	19	28
20	21jGcNKet2qwijlDFuPiPb	Circles	Post Malone	1055650	5	15	1	-15
21	3nAp4IvdMPPWEH9uuXFFV5	Underneath the Tree	Kelly Clarkson	1044739	32	13	21	11
22	4TnjEaWOeW0eKTKIEvJyCa	Falling	Trevor Daniel	1036953	6	7	6	-16
23	3QiAAp20rPC3dcAtKtMaqQ	Blue Christmas	Elvis Presley	976380	54	14	23	31
24	2Ec33AVlkTTq8BHFgBTdQs	Futsal Shuffle 2020	Lil Uzi Vert	968444	3	2	3	-21
25	0sf12qNH5qcw8qpgymFOqD	Blinding Lights	The Weeknd	931394	8	4	2	-17
26	7Lbxvt42JsNSKVCaN63qhD	Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version	Paul McCartney	922615	56	10	21	30
27	2pnPe4pJtq7689i5ydzvJJ	Run Rudolph Run - Single Version	Chuck Berry	892589	71	11	27	44
28	1ODZGydlown4VesUP8HLJX	Sleigh Ride	The Ronettes	869459	67	5	28	39
29	6pVW5LRWgeLaHudxauOTJU	Jingle Bell Rock - Daryl's Version	Daryl Hall & John Oates	860289	62	10	29	33
30	7qEHsqek33rTcFNT9PFqLf	Someone You Loved	Lewis Capaldi	833535	14	32	3	-16
31	0jiPKUSdsJNCxMPHjMqptk	Christmas (Baby Please Come Home)	Darlene Love	823307	83	3	31	52
32	6Gg1gjgKi2AK4e0qzsR7sd	Bandit (with YoungBoy Never Broke Again)	Juice WRLD	818826	13	12	3	-19
33	2b8fOow8UzyDFAE27YhOZM	Memories	Maroon 5	810747	15	14	7	-18
34	2pXpURmn6zC5ZYDMms6fwa	It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)	Perry Como	808874	88	8	27	54
35	4rMWDm28mERZcRPc1f3yir	Santa Claus Is Coming To Town	The Jackson 5	806437	91	5	35	56
36	5Ber68jZ7ytegr2UISEdb7	Santa Claus Is Coming to Town	Michael Bublé	800905	76	15	32	40
37	3yOlyBJuViE2YSGn3nVE1K	My Oh My (feat. DaBaby)	Camila Cabello	789912	21	3	21	-16
38	57vxBYXtHMk6H1aD29V7PU	Heartless	The Weeknd	786290	11	5	1	-27
39	3jjujdWJ72nww5eGnfs2E7	Adore You	Harry Styles	763353	7	2	7	-32
40	3eekarcy7kvN4yt5ZFzltW	HIGHEST IN THE ROOM	Travis Scott	762767	18	12	1	-22
41	3ZCTVFBt2Brf31RLEnCkWJ	everything i wanted	Billie Eilish	760798	19	7	1	-22
42	2uFaJJtFpPDc5Pa95XzTvg	Let It Snow! Let It Snow! Let It Snow!	Dean Martin	743150	99	8	42	57
43	3PIDciSFdrQxSQSihim3hN	Christmas (Baby Please Come Home)	Mariah Carey	736013	90	8	43	47
44	1Qi2wh8fFgDV7tl4Sj3f2K	Have Yourself A Merry Little Christmas	Sam Smith	731970	77	9	34	33
45	1OjmlSFuzYflWjSMTCyTJv	Like It's Christmas	Jonas Brothers	731597	65	4	45	20
46	6WrI0LAC5M1Rw2MnX2ZvEg	Don't Start Now	Dua Lipa	731319	23	8	10	-23
47	6YJdPrH3i2POzu7hdHIRrb	Santa Baby	Ariana Grande	712006	78	8	45	31
48	6Ozh9Ok6h4Oi1wUSLtBseN	BOP	DaBaby	702014	26	13	20	-22
49	4ricyQVd20UQde1jpXCSuJ	Winter Wonderland	Tony Bennett	693850	110	8	49	61
50	27qAMKrDdKEs8HDXcvR24R	Driving Home for Christmas - 2019 Remaster	Chris Rea	651526	129	4	50	79
51	3h1EREJfCwyv6cG7CGak5d	What Christmas Means To Me	Stevie Wonder	647164	116	7	51	65
52	6v3KW9xbzN5yKLt9YKDYA2	Señorita	Shawn Mendes	646521	30	22	1	-22
53	6UelLqGlWMcVH1E5c4H7lY	Watermelon Sugar	Harry Styles	641859	12	2	12	-41
54	285pBltuF7vW8TeWk8hdRR	Lucid Dreams	Juice WRLD	639013	17	55	8	-37
55	4qBejt9FeqLI9blHI1Nq1x	Jingle Bells (feat. The Puppini Sisters)	Michael Bublé	635212	106	11	55	51
56	7aiClxsDWFRQ0Kzk5KI5ku	hot girl bummer	blackbear	634014	29	18	7	-27
57	2gbCG4Rt9984UZ7Tc0dIFd	White Christmas (with Shania Twain)	Michael Bublé	617258	105	11	57	48
58	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	616431	42	39	1	-16
59	3VTNVsTTu05dmTsVFrmGpK	Fairytale of New York (feat. Kirsty MacColl)	The Pogues	614234	152	7	53	93
60	4rRIovg4TvxLUiUrpGI6lE	Merry Christmas Everyone	Shakin' Stevens	607216	151	3	60	91
61	6sBWmE23q6xQHlnEZ8jYPT	Step Into Christmas	Elton John	605220	130	4	61	69
62	6s2wpWPFPAgKg2LXxi1Oee	Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975	Bruce Springsteen	597757	147	8	62	85
63	2mvabkN1i2gLnGAPUVdwek	Christmas Tree Farm	Taylor Swift	594778	108	3	63	45
64	0tXPhc8LvM4dPvoRwI66XQ	I'll Be Home for Christmas	Michael Bublé	590428	150	7	64	86
65	5Q2P43CJra0uRAogjHyJDK	Baby, It's Cold Outside	Brett Eldredge	585535	138	8	38	73
66	0RiRZpuVRbi7oqRdSMwhQY	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	585375	33	15	13	-33
67	4MrfQL4TYQXJBlZYpAHTuE	Baby, It's Cold Outside	Dean Martin	578813	169	10	59	102
68	2OQ6a4CfUeYskpTTgyawyJ	You Make It Feel Like Christmas (feat. Blake Shelton)	Gwen Stefani	576061	132	7	68	64
69	4fzyvSu73BhGvi96p2zwjL	Christmas Lights	Coldplay	575061	137	7	69	68
70	3VyjsVV24RmBIbWJAeUJNu	No Idea	Don Toliver	573785	43	4	43	-27
71	7faDzZnZYqTyYThx2sbHVQ	Mistletoe And Holly - Remastered 1999	Frank Sinatra	573235	172	8	60	101
72	6id0KJ3XgvJLSzyMtHBj67	My Only Wish (This Year)	Britney Spears	565470	131	4	72	59
73	2il7ZxLzVhPxMHNidnsa3I	Merry Christmas, Happy Holidays	*NSYNC	556729	127	2	73	54
74	0vmANNClszGQZ0FISySK61	I Saw Mommy Kissing Santa Claus	The Jackson 5	554542	179	3	74	105
75	1HfMVBKM75vxSfsQ5VefZ5	Lose You To Love Me	Selena Gomez	553751	31	10	2	-44
76	3AlpkljBS1AU7HFVPms8K6	Santa's Coming For Us	Sia	551093	163	5	76	87
77	1lOe9qE0vR9zwWQAOk6CoO	Ransom	Lil Tecca	548910	46	12	9	-31
78	0lTurWECr2XL607eJAj1A3	I'll Be Home	Meghan Trainor	546095	133	4	78	55
79	1VuAamHM7P3VQQEXYGG3Uu	Joy To The World	Nat King Cole	541642	188	6	57	109
80	78pn8k7RogKo2oxl0DyX6d	One More Sleep	Leona Lewis	524540	164	5	80	84
81	5xlS0QkVrSH7ssEbBgBzbM	Little Saint Nick - 1991 Remix	The Beach Boys	524509	191	6	81	110
82	3QzAOrNlsabgbMwlZt7TAY	Ballin' (with Roddy Ricch)	Mustard	524370	61	15	57	-21
83	1iSqfoUFnQwV0QW1EfUit8	Suicidal	YNW Melly	524317	98	3	83	15
84	4EZUcj7c8n9pWIwHqN0DoH	Do You Hear What I Hear?	Bing Crosby	521427	nan	8	55	re-enter
85	44mYhOVgerj2qPjkGDVA6n	It's Beginning To Look Like Christmas	Bing Crosby	504833	196	3	85	111
86	4ukUoXLuFzMixyZyabSGc4	Sleigh Ride	Ella Fitzgerald	499518	nan	1	86	new
87	6Hj9jySrnFppAI0sEMCZpJ	Robbery	Juice WRLD	497827	37	42	9	-50
88	2wrJq5XKLnmhRXHIAf9xBa	10,000 Hours (with Justin Bieber)	Dan + Shay	497553	44	12	2	-44
89	02FaKXXL7KUtRc7K0k54tL	Cozy Little Christmas	Katy Perry	497436	189	2	89	100
90	5ry2OE6R2zPQFDO85XkgRb	Money In The Grave (Drake ft. Rick Ross)	Drake	492873	52	28	1	-38
91	2xGO2UjzxeVQSIkyg98vck	Thank God It's Christmas - Non-Album Single	Queen	483630	nan	2	91	re-enter
92	7MSYSOobsombc1mbDWFxtD	This Christmas	Donny Hathaway	482700	nan	2	92	re-enter
93	6RS6rcjnWrdfVuu2U2W2dj	Make It To Christmas	Alessia Cara	476239	nan	1	93	new
94	6cy3ki60hLwimwIje7tALf	RITMO (Bad Boys For Life)	Black Eyed Peas	474990	57	9	46	-37
95	2kJwzbxV2ppxnQoYw4GLBZ	If the World Was Ending - feat. Julia Michaels	JP Saxe	470349	50	10	50	-45
96	598yNsG1JFrGd4n2kMoz7F	Woah	Lil Baby	470263	48	7	15	-48
97	51Fjme0JiitpyXKuyQiCDo	Lalala	Y2K	469692	58	26	6	-39
98	70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	Ed Sheeran	463265	53	24	3	-45
99	4tHqQMWSqmL6YjXwsqthDI	Carol of the Bells	Mykola Dmytrovych Leontovych	453844	nan	9	45	re-enter
100	2gMXnyrvIjhVBUZwvLZDMP	Before You Go	Lewis Capaldi	452448	51	5	19	-49
101	5qmq61DAAOUaW8AUo8xKhh	Truth Hurts	Lizzo	448002	59	34	5	-42
102	1foCxQtxBweJtZmdxhEHVO	Santa Baby (with Henri René & His Orchestra)	Eartha Kitt	442411	nan	9	54	re-enter
103	2L9QLAhrvtP4EYg1lY0Tnw	Rudolph The Red-Nosed Reindeer	Dean Martin	441244	nan	2	103	re-enter
104	4hPpVbbakQNv8YTHYaOJP4	One Thing Right	Marshmello	440793	70	27	8	-34
105	2SBr3MK1sdMs8IxdRcN6qz	Santa Baby	Kylie Minogue	439061	nan	4	87	re-enter
106	4Day5xkFhvHLwXykznyRLA	All I Want (For Christmas)	Liam Payne	437212	168	3	106	62
107	7CZyCXKG6d5ALeq41sLzbw	Take What You Want (feat. Ozzy Osbourne & Travis Scott)	Post Malone	434875	49	15	7	-58
108	2YpeDb67231RjR0MgVLzsG	Old Town Road - Remix	Lil Nas X	432555	81	22	7	-27
109	2tnVG71enUj33Ic2nFN6kZ	Ride It	Regard	427644	63	16	29	-46
110	7iHHxY2NLlJRAmlAmC4ahQ	Stuck In A Dream (feat. Gunna)	Lil Mosey	422437	69	7	10	-41
111	6vBdBCoOhKHiYDDOcorfNo	Goodbyes (Feat. Young Thug)	Post Malone	418249	68	25	2	-43
112	7n7VsX3sv66znBwA8b5uhp	Here Comes Santa Claus (Right Down Santa Claus Lane)	Elvis Presley	415033	nan	2	112	re-enter
113	550rQQCGkrTzvp4SfpOPzx	Hallelujah	Pentatonix	414008	162	11	110	49
114	29ZXwWOOLz9t5fa3eT3i7T	223's (feat. 9lokknine)	YNW Melly	406823	80	4	49	-34
115	04vLj9QUXoKdRlsp3gkURo	Mele Kalikimaka (Merry Christmas)	Bing Crosby	406026	nan	3	98	re-enter
116	65irrLqfCMRiO3p87P4C0D	Frosty The Snowman	Ella Fitzgerald	405018	nan	1	116	new
117	6piAUJJQFD8oHDUr0b7l7q	VALENTINO	24kGoldn	404912	72	5	36	-45
118	5VEuraNSVxMTzDTtrmL3lQ	Winter Wonderland	Bing Crosby	404838	nan	9	28	re-enter
119	3RZftiuTcLOqpsd8ZlwNhr	Hop Off A Jet (feat. Travis Scott)	Young Thug	403698	nan	1	119	new
120	4HEOgBHRCExyYVeTyrXsnL	Jingle Bells - Remastered 1999	Frank Sinatra	401550	nan	2	120	re-enter
121	0iV9yfj1knFNOSEiuTHZwl	Have Yourself a Merry Little Christmas	Christina Aguilera	399834	nan	2	121	re-enter
122	0hVXuCcriWRGvwMV1r5Yn9	I Don't Care (with Justin Bieber)	Ed Sheeran	398057	74	24	5	-48
123	5xDrO9DEDJGUQGfyoHvgDJ	Last Christmas	Ariana Grande	397557	nan	2	123	re-enter
124	7xQAfvXzm3AkraOtGPWIZg	Wow.	Post Malone	396303	73	15	32	-51
125	4FPrAERfkPKOBKrRoyuxLu	Cold December Night	Michael Bublé	390584	nan	3	125	re-enter
126	5a6pdCHlWS2ekOOQ70QnAr	July	Noah Cyrus	389197	75	10	75	-51
127	1NghHeg0wE32eBYrQBVQXL	Shake Up Christmas	Train	388416	nan	2	127	re-enter
128	2W4yABdLc4Jnds67Poi5Nl	Yellow Hearts	Ant Saunders	388401	82	6	35	-46
129	34rzJNfTd5e9s3TICFMPD0	O Tannenbaum	Vince Guaraldi Trio	386681	nan	1	129	new
130	1ZMiCix7XSAbfAJlEZWMCp	Falling	Harry Styles	383981	36	2	36	-94
131	32h59T8q2SonUPJ006lyXt	This Christmas	Christina Aguilera	382084	nan	2	131	re-enter
132	6kls8cSlUyHW2BUOkDJIZE	Hate Me (with Juice WRLD)	Ellie Goulding	378068	66	26	31	-66
133	030mot3ZKR3oskfMsqDB2R	Have Yourself A Merry Little Christmas	Judy Garland	376973	nan	1	133	new
134	0Ie5uiv54KgCr7P4sYDTHl	Baby It's Cold Outside (duet with Michael Bublé)	Idina Menzel	375415	nan	2	134	re-enter
135	0xPaZrF25ltzvz1a2Pm5DQ	All I Want for Christmas Is You	Michael Bublé	375369	nan	4	135	re-enter
136	4vUmTMuQqjdnvlZmAH61Qk	South of the Border (feat. Camila Cabello & Cardi B)	Ed Sheeran	374262	87	24	11	-49
137	2gwkD6igEhQbDQegRCcdoB	Suge	DaBaby	368768	100	36	14	-37
138	3zZqro4MGeFOR40HxFEPlv	Happy Xmas (War Is Over)	Céline Dion	364974	nan	1	138	new
139	1iQDltZqI7BXnHrFy4Qo1k	Trampoline (with ZAYN)	SHAED	364495	84	12	22	-55
140	43zdsphuZLzwA9k4DJhU0I	when the party's over	Billie Eilish	362990	125	39	8	-15
141	25leEEaz1gIpp7o21Fqyjo	Here Comes Santa Claus (Right Down Santa Claus Lane)	Gene Autry	361614	nan	7	85	re-enter
142	4ea9w8c4ROqiZpJVhfBA3m	Hot (Remix) [feat. Gunna and Travis Scott]	Young Thug	360539	nan	1	142	new
143	5bvnqVuq7UFl0txSlHpsfS	LOYAL (feat. Drake)	PARTYNEXTDOOR	360445	79	5	4	-64
144	0fySG6A6qLE8IvDpayb5bM	VIBEZ	DaBaby	358514	101	13	34	-43
145	5DqdesEfbRyOlSS3Tf6c29	It's You	Ali Gatie	356890	93	7	36	-52
146	4sWuPniHClkInYAnzXAYUF	Camelot	NLE Choppa	356873	102	15	17	-44
147	07Oz5StQ7GRoygNLaXs2pd	Good as Hell (feat. Ariana Grande) - Remix	Lizzo	352547	97	9	26	-50
148	66WPXyhXqMlkM1kZhyEXWK	Christmas (Baby Please Come Home)	Michael Bublé	350856	nan	3	148	re-enter
149	4jAIqgrPjKLTY9Gbez25Qb	Lights Up	Harry Styles	350027	38	2	38	-111
150	6uFn47ACjqYkc0jADwEdj1	Pop Out (feat. Lil Tjay)	Polo G	349165	109	29	8	-41
151	7A20WnLkjtZU2d7hIB6Ziu	Start Wit Me (feat. Gunna)	Roddy Ricch	347146	112	3	84	-39
152	0z5HSQGWgnjdNvwbOmhB2w	Merry Christmas Darling - Remix	Carpenters	346660	nan	1	152	new
153	4QX5pZQpQTgVlkqfUTDim0	Silver Bells	Dean Martin	346635	nan	5	61	re-enter
154	72NzBkyGzlInzlFGarAK7k	Christmas Time	Backstreet Boys	346631	nan	1	154	new
155	4dFtIGQBrYjiskk7fN5Wmx	Glittery - From The Kacey Musgraves Christmas Show	Kacey Musgraves	346286	148	2	148	-7
156	299lFlaAsNQdgbIZNPmIA0	Christmas Time Is Here - Vocal	Vince Guaraldi Trio	344452	nan	6	16	re-enter
157	2qqZ5fOGuNvYVzgPFDLQ4l	Mary's Boy Child / Oh My Lord	Boney M.	343297	nan	1	157	new
158	3B7FO3kJ5kv3mX7yiaB7sT	O Holy Night	Mariah Carey	341494	nan	1	158	new
159	1Knctxx9vGZxpZfF66BIEa	Legends	Juice WRLD	340213	64	8	38	-95
