position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1780762	1	4	1	0
2	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1749717	2	5	2	0
3	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	1321915	3	7	2	0
4	7wFybC8jBH3zE139OpCtpG	Lost in the Fire	Gesaffelstein	1278705	nan	1	4	new
5	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	1148645	6	15	4	1
6	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1134340	5	24	2	-1
7	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	1030230	4	11	1	-3
8	6Qs4SXO9dwPj5GKvVOv8Ki	Dancing With A Stranger (with Normani)	Sam Smith	978502	nan	1	8	new
9	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	977437	7	5	4	-2
10	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	956473	8	15	4	-2
11	3Ol2xnObFdKV9pmRD2t9x8	Look Back at It	A Boogie Wit da Hoodie	913664	11	4	11	0
12	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	Sheck Wes	893725	9	15	4	-3
13	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	887504	10	30	10	-3
14	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	771317	12	22	2	-2
15	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	756376	19	13	15	4
16	14mHfNsSHN0FbLftyjrV9g	Leave Me Alone	Flipp Dinero	736086	15	20	15	-1
17	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	734773	14	6	11	-3
