position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	1782464	18	2	1	17
2	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1482073	9	3	2	7
3	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	1191176	11	9	1	8
4	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	1187574	10	5	2	6
5	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1152391	12	22	2	7
6	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	996423	22	13	4	16
7	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	993542	19	3	4	12
8	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	Sheck Wes	846630	24	13	4	16
9	78QR3Wp35dqAhFEc2qAGjE	Drip Too Hard (Lil Baby & Gunna)	Lil Baby	785910	28	13	4	19
10	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	749888	36	20	2	26
11	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	682057	49	4	11	38
12	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	650908	48	36	1	36
13	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	650654	63	28	13	50
14	285pBltuF7vW8TeWk8hdRR	Lucid Dreams	Juice WRLD	639794	42	4	14	28
15	3Ol2xnObFdKV9pmRD2t9x8	Look Back at It	A Boogie Wit da Hoodie	638056	50	2	15	35
16	2FUNBaa5DwItJtYEBgAblU	monster	21 Savage	626679	33	2	16	17
17	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	617490	51	10	10	34
18	14mHfNsSHN0FbLftyjrV9g	Leave Me Alone	Flipp Dinero	601605	46	18	18	28
19	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	592784	78	11	19	59
20	2LskIZrCeLxRvCiGP8gxlh	Arms Around You (feat. Maluma & Swae Lee)	XXXTENTACION	592617	41	10	3	21
21	0TlLq3lA83rQOYtrqBqSct	Nonstop	Drake	589618	52	24	6	31
22	0todbbT9g5uQGbeFCiBf2F	imagine	Ariana Grande	583365	40	3	8	18
23	116H0KvKr2Zl4RPuVBruDO	MIA (feat. Drake)	Bad Bunny	574817	65	12	2	42
24	0jAfdqv18goRTUxm3ilRjb	Startender (feat. Offset and Tyga)	A Boogie Wit da Hoodie	544414	39	2	24	15
25	58q2HKrzhC3ozto2nDdN4z	I Like It	Cardi B	539451	97	39	3	72
26	6Gy7rXB6Ku5vIWC7WGWsl3	KIKA	6ix9ine	539423	44	6	3	18
27	3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	531808	70	42	1	43
28	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	528557	84	13	10	56
29	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	523087	75	33	2	46
30	6DCZcSspjsKoFjzjrWoCdn	God's Plan	Drake	519489	104	24	20	74
31	5JEx7HbmvHQQswJCsoo9rA	Close To Me (with Diplo) (feat. Swae Lee)	Ellie Goulding	517494	113	10	31	82
32	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	512018	85	29	14	53
33	0e7ipj03S05BNilyu5bRzt	rockstar (feat. 21 Savage)	Post Malone	510824	106	36	7	73
34	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	500863	88	5	30	54
35	4w8niZpiMy6qz1mntFA5uM	Taki Taki (with Selena Gomez, Ozuna & Cardi B)	DJ Snake	497135	68	14	6	33
36	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	493019	114	29	4	78
37	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	490502	139	14	37	102
38	2t8yVaLvJ0RenpXUIAC52d	a lot	21 Savage	483918	31	2	31	-7
39	04MLEeAMuV9IlHEsD8vF6A	No Stylist	French Montana	477117	74	15	4	35
40	14JzyD6FlBD5z0wV5P07YI	when the party's over	Billie Eilish	470413	81	12	13	41
41	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	468452	100	24	1	59
42	7pdF27mSDuPWhppnHAmWHa	whoa (mind in awe)	XXXTENTACION	451789	82	4	10	40
43	2G1tXoGBaEMJ7FKGnkf6ud	Wake Up in the Sky	Gucci Mane	448502	96	4	42	53
44	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	433414	125	27	11	81
45	1wJRveJZLSb1rjhnUHQiv6	Swervin (feat. 6ix9ine)	A Boogie Wit da Hoodie	426676	66	2	45	21
46	3swc6WTsr7rl9DqQKQA55C	Psycho (feat. Ty Dolla $ign)	Post Malone	423684	119	36	2	73
47	0JP9xo3adEtGSdUEISiszL	Moonlight	XXXTENTACION	420856	102	42	5	55
48	2GGMabyHXnJmjY6CXhhB2e	Money	Cardi B	411936	101	10	23	53
49	22An65gG31JLf9n18qjdhZ	BAD!	XXXTENTACION	410913	72	4	9	23
50	4QIyEq7TcTdAcxjI2AFlAK	FEFE	6ix9ine	396375	105	4	44	55
51	5wujBwqG7INdStqGd4tRMX	Armed And Dangerous	Juice WRLD	385608	108	4	51	57
52	1fewSx2d5KIZ04wsooEBOz	Space Cadet (feat. Gunna)	Metro Boomin	375426	122	7	21	70
53	6JQvHMSaR8flFsN53ypOfP	Noticed	Lil Mosey	370112	115	11	27	62
54	4qKcDkK6siZ7Jp1Jb4m0aL	Look Alive (feat. Drake)	BlocBoy JB	369670	132	47	2	78
55	3CA9pLiwRIGtUBiMjbZmRw	Nice For What	Drake	358185	170	24	14	115
56	4S8d14HvHb70ImctNgVzQQ	I Love It (& Lil Pump)	Kanye West	356086	130	17	1	74
57	4m5Cd9kAbIxg6t9sMrQWtk	TIC TOC	6ix9ine	355379	111	6	6	54
58	7lAK3oHbfEnvUQWosrMMpR	YOSEMITE	Travis Scott	354073	140	22	12	82
59	4paAidoE8VAemwU4jgCc6l	all my friends	21 Savage	351910	58	2	58	-1
60	4e4fqjx0Izh4svvTef1z7e	Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	350397	162	28	38	102
61	09IStsImFySgyp0pIQdqAc	The Middle	Zedd	338582	nan	30	9	re-enter
62	1NJcg626wLln4pGHpiV7mf	lovely	Billie Eilish	338213	134	4	62	72
63	4VUwkH455At9kENOfzTqmF	Beautiful (feat. Camila Cabello)	Bazzi	335249	159	22	37	96
64	1rfofaqEpACxVEHIZBJe6W	Havana (feat. Young Thug)	Camila Cabello	334702	nan	50	1	re-enter
65	2RSHsoi04658QL5xgQVov3	Bad Liar	Imagine Dragons	331335	131	8	27	66
66	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	322778	168	23	28	102
67	60SdxE8apGAxMiRrpbmLY0	Lucky You (feat. Joyner Lucas)	Eminem	319135	150	18	1	83
68	7tFiyTwD0nx5a1eklYtX2J	Bohemian Rhapsody - 2011 Mix	Queen	316990	152	10	48	84
69	79OEIr4J4FHV0O3KrhaXRb	Splashin	Rich The Kid	315652	141	4	69	72
70	1KVczjazCcCCgM3gXXUl47	Roses (with Juice WRLD feat. Brendon Urie)	benny blanco	315597	164	4	70	94
71	5274I4mUMnYczyeXkGDWZN	Fine China	Future	314985	143	11	13	72
72	45Egmo7icyopuzJN0oMEdk	Love Lies (with Normani)	Khalid	312835	189	46	6	117
73	6wWaVoUOzLQJHd3bWAUpdZ	Never Recover (Lil Baby & Gunna, Drake)	Lil Baby	311419	155	13	5	82
74	2FY7b99s15jUprqC0M5NCT	Natural	Imagine Dragons	309464	171	8	31	97
75	6vN77lE9LK6HP2DewaN6HZ	Yes Indeed	Lil Baby	308406	160	33	3	85
76	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	307872	166	67	10	90
77	1oJ8EDr2pv94IvSd6ZmDgo	MAMA	6ix9ine	306336	135	6	13	58
78	2qT1uLXPVPzGgFOx4jtEuo	no tears left to cry	Ariana Grande	306292	190	20	20	112
79	7ef4DlsgrMEH11cDZd32M6	One Kiss (with Dua Lipa)	Calvin Harris	304045	nan	35	10	re-enter
80	7m9OqQk4RVRkw9JJdeAw96	Jocelyn Flores	XXXTENTACION	304011	154	71	9	74
81	7sO5G9EABYOXQKNPNiE9NR	Ric Flair Drip (& Metro Boomin)	Offset	303932	167	62	6	86
82	2P91MQbaiQOfbiz9VqhqKQ	I Like Me Better	Lauv	302496	175	31	50	93
83	4kWO6O1BUXcZmaxitpVUwp	Jackie Chan	Tiësto	300270	196	33	8	113
84	4NBTZtAt1F13VvlSKe6KTl	This Feeling	The Chainsmokers	300012	198	3	84	114
85	5tAa8Uaqr4VvA3693mbIhU	Ruin My Life	Zara Larsson	297600	nan	10	47	re-enter
86	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	295886	nan	103	1	re-enter
87	2xJCMIJfcNYDc5iR0sAm2O	New Rules	Dua Lipa	289481	nan	6	87	re-enter
88	74lnM5V6ecvoTPV0fvptx9	Nuketown (feat. Juice WRLD)	Ski Mask The Slump God	288929	156	5	48	68
89	40T5GIqQ1CegGm2PTEl8Bu	idontwannabeyouanymore	Billie Eilish	283595	174	4	89	85
90	13hvHEstJ4sNbzdroPrPI3	Kiss and Make Up	Dua Lipa	282929	nan	10	25	re-enter
91	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	277443	nan	19	9	re-enter
92	4OafepJy2teCjYJbvFE60J	breathin	Ariana Grande	276851	178	20	4	86
93	0AluA5RNsa4Cx6XRhf2hWZ	10 Freaky Girls (with 21 Savage)	Metro Boomin	276775	161	7	23	68
94	4hQ6UGyWQIGJmHSo0J88JW	Back To You - From 13 Reasons Why – Season 2 Soundtrack	Selena Gomez	275269	nan	25	12	re-enter
95	14sOS5L36385FJ3OL8hew4	Happy Now	Kygo	274826	172	10	38	77
96	3GCdLUSnKSMJhs4Tj6CV3s	All The Stars (with SZA)	Kendrick Lamar	270764	nan	34	4	re-enter
97	1ZAyjvIk9YiD76yYy0TEG6	Plug Walk	Rich The Kid	267231	194	23	49	97
98	4Uy3kNxW2kB8AEoXljEcth	Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse	Nicki Minaj	265578	nan	2	98	re-enter
99	3L19besdNQzd342qL78xqm	Demons and Angels (feat. Juice WRLD)	A Boogie Wit da Hoodie	265286	121	2	99	22
100	7GX5flRQZVHRAGd6B4TmDO	XO Tour Llif3	Lil Uzi Vert	263848	193	71	5	93
101	3NuK5xMlSlB6K2Qp16zf3h	Solo (feat. Demi Lovato)	Clean Bandit	263310	nan	4	101	re-enter
102	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	262958	nan	95	5	re-enter
103	7KXjTSCq5nL1LoYtL7XAwS	HUMBLE.	Kendrick Lamar	255366	nan	91	1	re-enter
104	5Z3GHaZ6ec9bsiI5BenrbY	Young Dumb & Broke	Khalid	251090	nan	77	21	re-enter
105	04ZTP5KsCypmtCmQg5tH9R	I'm a Mess	Bebe Rexha	248762	nan	27	42	re-enter
106	4OBZT9EnhYIV17t4pGw7ig	Best Part (feat. Daniel Caesar)	H.E.R.	248049	nan	3	106	re-enter
107	0hPLZrnDgtKxrym1BHjDhd	can't leave without it	21 Savage	246182	86	2	86	-21
108	7wBJfHzpfI3032CSD7CE2m	STARGAZING	Travis Scott	245292	nan	21	3	re-enter
109	3WefHNGtjexZvi66ZEx9u4	Hurts Like Hell (feat. Offset)	Madison Beer	244462	nan	4	109	re-enter
110	5OCJzvD7sykQEKHH7qAC3C	God is a woman	Ariana Grande	244324	nan	19	9	re-enter
111	5T8EDUDqKcs6OSOwEsfqG7	Don't Stop Me Now - 2011 Mix	Queen	242913	nan	5	111	re-enter
112	5WvAo7DNuPRmk4APhdPzi8	No Brainer	DJ Khaled	242557	nan	19	3	re-enter
