position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	4WB9OeauHXnGOMUK4s80gM	Trop beau	Lomepal	1560095	nan	1	1	new
2	6l7PqWKsgm4NLomOE7Veou	1000°C	Lomepal	1503315	nan	1	2	new
3	6A3bL3MlU0l54kKlgpw0UT	X-men	Lomepal	1399285	nan	1	3	new
4	1H0OfL0clmcI1odODWD2DS	La vérité	Lomepal	1398860	nan	1	4	new
5	4miiqu2dxOhBguQDHtqssH	Madrina	Maes	1348253	1	2	1	-4
6	0XzLCD3Gnk7G6U72PnOWfr	Ne me ramène pas	Lomepal	1267866	nan	1	6	new
7	2FRnrkO72S9tbqu6eLjq6b	Mômes	Lomepal	1255906	nan	1	7	new
8	7lhuM9WUqdThw72dCBRmQW	Rêves bizarres (feat. Damso)	Orelsan	1212363	2	4	1	-6
9	2MknoFgWs0xJshIAGfGgf1	Plus de larmes	Lomepal	1202247	nan	1	9	new
10	0QnEGWGECQUPuE3m8L6hdT	Jaloux	Dadju	1129094	4	10	1	-6
11	43yYuYeSOOupBHOkH9pRtF	Évidemment	Lomepal	1120892	nan	1	11	new
12	5Dj45c1qB3tCmevdPqvD4f	Beau la folie	Lomepal	1045998	nan	1	12	new
13	06O3hxudc6V0BOuoCFSy71	Tout oublier	Angèle	1045786	5	10	5	-8
14	7E7HEM4y50AACKV8BaT7OI	Le vrai moi	Lomepal	1030883	nan	1	14	new
15	0XXooKwo0L6gxn0OxZFDXw	Ma che beauté	Jul	1022615	nan	1	15	new
16	4w8niZpiMy6qz1mntFA5uM	Taki Taki (with Selena Gomez, Ozuna & Cardi B)	DJ Snake	1012798	9	11	3	-7
17	6sG00oroR1oYJiPwRxZkA5	Le lendemain de l'orage	Lomepal	959543	nan	1	17	new
18	6PTvE2gQraGPgXUGmYhvwV	Et je deviens fou	Jul	947738	nan	1	18	new
19	1Bhm5HNO1cq8olDbBmokyL	Copines	Aya Nakamura	907681	8	6	1	-11
20	4FUiJJPW0bvjXVqFuTonSz	Dave Grohl	Lomepal	900213	nan	1	20	new
21	5hLsl4Izx2zxnqHradLPNt	Ma cousin	Lomepal	863306	nan	1	21	new
22	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	833219	11	6	11	-11
23	3uTNli5uz5rNOqD6qZFi8L	Billets verts	Maes	816310	7	2	7	-16
24	1m0UFnuTktOkksvjbF9z0m	Ramenez la coupe à la maison	Vegedream	763446	10	21	1	-14
25	6qk9lEM6UIxNbAuI0PpOLu	Air Max	Rim'K	749087	14	12	2	-11
26	1VYTP4prOc62xQe1KWf3S5	KYLL	Medine	716695	3	2	3	-23
27	4YQSkV3WppdoDuc0ZT8ai6	Skit Roman	Lomepal	700780	nan	1	27	new
28	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	687455	16	10	11	-12
29	2XoDYzILTT7ykcHDvOLp1j	Cinq doigts	Lomepal	686887	nan	1	29	new
30	1JmVHDcU1ipRKFj4HeHyPn	J'voulais	Maes	682298	6	2	6	-24
31	7oxSh7uiB74lWGVIv2Qtlm	Sale mood	Bramsito	675048	31	6	31	0
32	3aRgAfrt6aQW8IimLq2aVG	La dot	Aya Nakamura	666784	15	6	2	-17
33	3ABwQntK8i49EGOd3SSj7Q	Mauvais	GLK	666770	12	2	12	-21
34	1xFvizAFz6XQC0L3BLQfsx	Skit Mamaz	Lomepal	649222	nan	1	34	new
35	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	648935	28	21	6	-7
36	0O4XHiuVt3dBaOzSI49BtF	Bella	MHD	647983	18	13	5	-18
37	0JP9xo3adEtGSdUEISiszL	Moonlight	XXXTENTACION	623663	29	39	7	-8
38	3qHs2PoiJMPvdxgyRSvqAl	Sucette (feat. Niska)	Aya Nakamura	604342	19	6	4	-19
39	2NUIWpL6IsYGkwfSN7basS	Ma 6t a craqué (feat. Ninho)	Kpoint	603142	25	20	3	-14
40	3yjw9FaareXd2SSUYfuGbu	Come vai	Jul	593188	nan	1	40	new
41	35it5rYpF6ANEGSOJ6yG5v	Dans le livret	Lomepal	589944	nan	1	41	new
42	0YammaEkYSeo9vQYZ1OwS6	Say My Name	David Guetta	587901	22	9	20	-20
43	5YJQOMeCiPVKjYyms6Ew0O	Hallelujah	Jul	570784	nan	1	43	new
44	116H0KvKr2Zl4RPuVBruDO	MIA (feat. Drake)	Bad Bunny	564924	40	9	30	-4
45	0YCMh9HQkRpAtkj0i1sZqH	BB	Booba	562187	39	11	1	-6
46	5as5HurTt4u7BuFIT5j8am	Bae	RK	559616	27	12	7	-19
47	3PzzaYK8NFBZskom0ms27N	Je vais tout casser	Jul	548767	nan	1	47	new
48	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	546500	36	16	24	-12
49	4L0Iwsk1s8cbdBcEgdm8K5	Feu de bois	Damso	532759	56	26	2	7
50	7vSQVx20cqaYOVAVJwj00p	Dalida	Soolking	531041	26	6	9	-24
51	7sKDftgGirHWTVFMtJoDoh	Djadja	Aya Nakamura	527072	48	6	12	-3
52	7pdF27mSDuPWhppnHAmWHa	whoa (mind in awe)	XXXTENTACION	524337	nan	1	52	new
53	22An65gG31JLf9n18qjdhZ	BAD!	XXXTENTACION	520608	nan	1	53	new
54	57rXT2ik7dVlNCD08NLatL	Pablito	Jul	518744	nan	1	54	new
55	2FY7b99s15jUprqC0M5NCT	Natural	Imagine Dragons	516889	44	5	23	-11
56	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	515325	43	17	12	-13
57	0s3AaE6bmu6V9TEUPPdWor	Oh fou	Jul	514565	nan	1	57	new
58	6FqNHDHEsUTKqVWXBkMd9y	Train de vie	Koba LaD	512728	49	11	3	-9
59	3iXhLi33EpUfcOwasC8un1	Ta reine	Angèle	510608	35	10	22	-24
60	2TsE4KPxV8zF974sc8hUj3	Chiron	Jul	504813	nan	1	60	new
61	3XbxOKMhF5DnOYue7JMsYm	Mama	Maes	503994	13	2	13	-48
62	6QOXXwKKYqbJCuirANgMYk	La zone en personne	Jul	502198	nan	1	62	new
63	3yKHE0h9BUxpHZe1EqmJnX	Oula	Aya Nakamura	502135	37	6	7	-26
64	64taS9XN9P9HKEIau5OITa	Sangoten	Jul	496772	nan	1	64	new
65	4X57vknmaRBmLQBRTQndBb	T'as tout gagné	Jul	494644	nan	1	65	new
66	33SjXKVWFGGXF0oBOChE1d	Poussette	Jul	494643	nan	1	66	new
67	2c7GlMNmF7pbohjykutmLP	Thunderclouds	Sia	494615	51	6	37	-16
68	4yjqpsuyrbjyXHB6rC0mWo	Je te le donne (en duo avec Slimane)	Vitaa	493019	45	11	45	-23
69	4EHacNxfg1CVjRUX9YMLH4	Le code	SCH	491203	42	8	7	-27
70	71chDzMntV8pjuOaLuDPaY	Chargé	GLK	484834	23	2	23	-47
71	17y8kqTbNDd9QM3j6yln4g	Adieu bientôt	Columbine	483940	50	11	15	-21
72	4h3SqMd5F16XJVdGp5fsZG	À nos souvenirs	Trois Cafés Gourmands	483762	38	10	27	-34
73	1zM2dzrpBC2y3PxARrCUwJ	Ma chérie	Jul	477234	nan	1	73	new
74	6NNtJ7QHF0PzhNK736iwyF	Avenue Montaigne	Maes	476721	17	2	17	-57
