position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	48548944	1	12	1	0
2	7hDc8b7IXETo14hHIHdnhd	Passionfruit	Drake	32675350	4	2	2	2
3	3eR23VReFzcdmS7TYCrhCe	It Ain't Me (with Selena Gomez)	Kygo	28840908	2	6	2	-1
4	6RUKPb4LETWmmr3iAEQktW	Something Just Like This	The Chainsmokers	27218668	3	6	2	-1
5	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	24106534	5	4	2	0
6	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	Luis Fonsi	23272542	6	11	4	0
7	0dA2Mk56wEzDgegdC6R17g	Stay (with Alessia Cara)	Zedd	23006805	7	5	7	0
8	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	22697986	8	13	8	0
9	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	Future	20467220	15	6	9	6
10	72jbDTw1piOOj770jWNeaG	Paris	The Chainsmokers	19815477	10	11	2	0
11	3NdDpSvN911VPGivFlV5d0	"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""	ZAYN	19159195	9	13	2	-2
12	3ebXMykcMXOcLeJ9xZ17XH	Scared to Be Lonely	Martin Garrix	18244939	12	9	5	0
13	7tr2za8SQg2CI8EDgrdtNl	Slide (feat. Frank Ocean & Migos)	Calvin Harris	17743602	17	5	13	4
14	1sXUWdKx03aP9Gmzft58rt	Issues	Julia Michaels	17394196	14	11	9	0
15	6PCUP3dWmTjcTtXY02oFdT	Castle on the Hill	Ed Sheeran	17353293	11	12	2	-4
16	1x5sYLZiu9r5E43kMlt9f8	Symphony (feat. Zara Larsson)	Clean Bandit	16964100	47	2	16	31
17	2bjwRfXMk4uRgOD9IBYl9h	Portland	Drake	16950176	13	2	13	-4
18	6520aj0B4FSKGVuKNsOCOi	Chained To The Rhythm	Katy Perry	15427624	18	7	7	0
19	2XlHu0HcujBCkWMdIAvrqt	Blem	Drake	15105282	19	2	19	0
20	5knuzwU65gJK7IF5yJsuaW	Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	15066480	21	13	3	1
21	0CcQNd8CINkwQfe1RDtGV6	Believer	Imagine Dragons	14820972	25	8	19	4
22	00lNx0OcTJrS3MKHcB80HY	You Don't Know Me - Radio Edit	Jax Jones	14772014	31	12	22	9
23	5NNlUMcOEOdoOIwwaWXv0k	Cold	Maroon 5	14674892	22	6	20	-1
24	5GXAXm5YOmYT0kL5jHvYBt	I Feel It Coming	The Weeknd	14147705	20	13	9	-4
25	2EEeOnHehOozLq4aS0n6SL	iSpy (feat. Lil Yachty)	KYLE	13669659	33	13	25	8
26	0tgVpDi06FyKpA1z0VMD4v	Perfect	Ed Sheeran	13076319	24	4	7	-2
27	2RttW7RAu5nOAfq6YFvApB	Happier	Ed Sheeran	12834035	29	4	10	2
28	343YBumqHu19cGoGARUTsd	Fake Love	Drake	12754106	26	13	7	-2
29	6UjfByV1lDLW0SOVQA4NAi	Gyalchester	Drake	12637529	23	2	23	-6
