position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	1xznGGDReH1oQq0xzbwXa3	One Dance	Drake	695279	nan	1	1	new
2	5aAx2yezTd8zXrkmtKl66Z	Starboy	The Weeknd	685575	nan	1	2	new
3	4kKJ5CjwCtksszPMntho4N	Mauvaise graine	Nekfeu	658144	nan	1	3	new
4	11hj8c8BCRd5ND3CRhZSvt	Squa	Nekfeu	639391	nan	1	4	new
5	6b8Be6ljOzmkOmFslEb23P	24K Magic	Bruno Mars	638408	nan	1	5	new
6	1vvNmPOiUuyCbgWmtc6yfm	My Way	Calvin Harris	587443	nan	1	6	new
7	6x8j5V85ZJHtvOSjSamcVc	Afro Trap Pt. 7 (La puissance)	MHD	587117	nan	1	7	new
8	4pdPtRcBmOSQDlJ3Fk945m	Let Me Love You	DJ Snake	554670	nan	1	8	new
9	5t9fmZx0pcNxLykKTv6eOe	Saturne	Nekfeu	534556	nan	1	9	new
10	5knuzwU65gJK7IF5yJsuaW	Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	533857	nan	1	10	new
11	0hNduWmlWmEmuwEFcYvRu1	Sunset Lover	Petit Biscuit	523352	nan	1	11	new
12	6fujklziTHa8uoM5OQSfIo	Black Beatles	Rae Sremmurd	509350	nan	1	12	new
13	0ban5QRXUveaKtQPGuaoQ9	Tchoin	Kaaris	506785	nan	1	13	new
14	58zsLZPvfflaiIbNWoA22O	Human	Rag'n'Bone Man	498522	nan	1	14	new
15	5GXAXm5YOmYT0kL5jHvYBt	I Feel It Coming	The Weeknd	490317	nan	1	15	new
16	4GCIYE1x1TWJCChPkpy9by	Onizuka	PNL	467319	nan	1	16	new
17	6i0V12jOa3mr6uu4WYhUBr	Heathens	Twenty One Pilots	464414	nan	1	17	new
18	6c12fBpCtuVIq8OFxT0A3S	Lordly (feat. Alex Aiono)	Feder	460861	nan	1	18	new
19	2Z8WuEywRWYTKe1NybPQEW	Ride	Twenty One Pilots	452712	nan	1	19	new
20	1iDQ2zCOU1uYeR8QcpqUZb	DKR	Booba	446806	nan	1	20	new
21	7BKLCZ1jbUBVqRi2FVlTVw	Closer	The Chainsmokers	446271	nan	1	21	new
22	6FK7DCwcQWWWG9VAT6ZGvz	Pop Corn	Boostee	443055	nan	1	22	new
23	5MFzQMkrl1FOOng9tq6R9r	Don't Wanna Know	Maroon 5	429900	nan	1	23	new
24	6HViP4DVYa8gQtxLndmhwu	Aloha	Møme	426153	nan	1	24	new
25	17Fd6Yb7mSbinKG8LoWfFl	I Took A Pill In Ibiza - Seeb Remix	Mike Posner	423669	nan	1	25	new
26	6bXd0YhKLCTvlLVc4tErH9	Tchikita	Jul	417073	nan	1	26	new
27	0myHuhA1FkppaClYHRoxX0	6.45i	SCH	400592	nan	1	27	new
28	2CPqh63wRVscbceKcPxwvv	The Ocean (feat. Shy Martin)	Mike Perry	397101	nan	1	28	new
29	5jGuAvPX3Ufo55DIZlCaHq	Réalité augmentée	Nekfeu	389013	nan	1	29	new
30	0lkQfsTMmtDA37tjjew9n0	Naha	PNL	381425	nan	1	30	new
31	63z6p4gpgnpZprANkpBIHH	Infréquentables	Dosseh	379126	nan	1	31	new
32	2KiHXiqQA2dHiLfeSxtTeP	Bazardée	KeBlack	377107	nan	1	32	new
33	27SdWb2rFzO6GWiYDBTD9j	Cheap Thrills	Sia	375844	nan	1	33	new
34	6YHNKVx7gSsOX7xq6jaqeq	Humanoïde	Nekfeu	373245	nan	1	34	new
35	6DNtNfH8hXkqOX1sjqmI7p	Cold Water (feat. Justin Bieber & MØ)	Major Lazer	369779	nan	1	35	new
36	1rIKgCH4H52lrvDcz50hS8	Lush Life	Zara Larsson	367506	nan	1	36	new
37	5DA77EqppDmCTWGovd4oTP	Sex	Cheat Codes	366609	nan	1	37	new
38	4tCtwWceOPWzenK2HAIJSb	Work from Home (feat. Ty Dolla $ign)	Fifth Harmony	365958	nan	1	38	new
39	4J6xvZhJh26lmAEAXGDCKu	Heal Tomorrow	Naive New Beaters	363122	nan	1	39	new
40	2hgzdQdnfWwtdpZbhZlV72	Ain't Your Mama	Jennifer Lopez	360352	nan	1	40	new
41	6JV2JOEocMgcZxYSZelKcc	"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"	Justin Timberlake	350685	nan	1	41	new
42	4Hf7WnR761jpxPr5D46Bcd	Treat You Better	Shawn Mendes	350160	nan	1	42	new
43	7vRriwrloYVaoAe3a9wJHe	i hate u, i love u (feat. olivia o'brien)	gnash	339758	nan	1	43	new
44	04DwTuZ2VBdJCCC5TROn7L	In the Name of Love	Martin Garrix	338935	nan	1	44	new
45	5cbyl4wFM4UYnQGoA0dcAk	On m'appelle l'ovni	Jul	335876	nan	1	45	new
46	6AHgVddvpK6wQpifbtInW1	Avant tu riais	Nekfeu	334645	nan	1	46	new
47	4qqArAiTPueDxIp7cf87h7	Final Song	MØ	333899	nan	1	47	new
48	4TZy1wLyHec06pwgFYDh1a	Mercy	Shawn Mendes	333296	nan	1	48	new
49	1CUVN2kn7mW5FjkqXTR2W1	Perfect Strangers	Jonas Blue	332743	nan	1	49	new
50	78rIJddV4X0HkNAInEcYde	Call On Me - Ryan Riback Extended Remix	Starley	332420	nan	1	50	new
51	5kkqEHDSAU5S4TgKQN1l9d	Galatée	Nekfeu	329882	nan	1	51	new
52	5GhWx7Hzju2oRyhVY6k9QH	Blow	Kaaris	317554	nan	1	52	new
53	2rizacJSyD9S1IQUxUxnsK	All We Know	The Chainsmokers	317226	nan	1	53	new
54	7xHWNBFm6ObGEQPaUxHuKO	The Greatest (feat. Kendrick Lamar)	Sia	314217	nan	1	54	new
55	6mICuAdrwEjh6Y6lroV2Kg	Chantaje (feat. Maluma)	Shakira	312971	nan	1	55	new
56	2gcZZpnrxbShZPLKiNUVga	Esquimaux	Nekfeu	312357	nan	1	56	new
57	0sqOIwjQoaiEXcSgl8iqsi	Oblah	Gradur	311466	nan	1	57	new
58	1OAiWI2oPmglaOiv9fdioU	Hymn for the Weekend - Seeb Remix	Coldplay	309687	nan	1	58	new
59	5ASacvNO76BB7Dxtp74qqz	Tout donner - Pilule violette	Maître Gims	306918	nan	1	59	new
