position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	0bYg9bo50gSsH3LtXe2SQn	All I Want for Christmas Is You	Mariah Carey	2176767	5	12	1	4
2	3KkXRkHbMCARz0aVfEt68P	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	1940456	2	2	2	0
3	2rPE9A1vEgShuZxxzR2tZH	thank u, next	Ariana Grande	1764589	1	8	1	-2
4	2FRnf9qhLbvw8fu4IBXx78	Last Christmas	Wham!	1760964	13	9	4	9
5	0lLdorYw7lVrJydTINhWdI	It's Beginning to Look a Lot like Christmas	Michael Bublé	1653570	18	10	5	13
6	5p7ujcrUXASCNwRaWNHR1C	Without Me	Halsey	1561455	3	12	1	-3
7	25sgk305KZfyuqVBQIahim	Sweet but Psycho	Ava Max	1363889	4	13	4	-3
8	0247StOpd3AkeBQzANX4Zf	Do They Know It's Christmas? - 1984 Version	Band Aid	1213131	42	4	8	34
9	3zJw3rugfpVrmBeDDnUYzy	Happy Xmas (War Is Over) - Remastered	John Lennon	1194942	51	7	9	42
10	5hslUAKq9I9CG2bAulFkHN	It's the Most Wonderful Time of the Year	Andy Williams	1162404	49	8	10	39
11	27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	Mark Ronson	1133636	6	4	5	-5
12	7FGq80cy8juXBCD2nrqdWU	Eastside (with Halsey & Khalid)	benny blanco	1133522	7	3	4	-5
13	7inXu0Eaeg02VsM8kHNvzM	Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)	Frank Sinatra	1115027	53	8	13	40
14	6pVW5LRWgeLaHudxauOTJU	Jingle Bell Rock - Daryl's Version	Daryl Hall & John Oates	1100019	57	8	14	43
15	0lizgQ7Qw35od7CYaoMBZb	Santa Tell Me	Ariana Grande	1094902	29	5	15	14
16	2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	1051952	8	19	2	-8
17	4ofwffwvvnbSkrMSCKQDaC	Shotgun	George Ezra	1045768	11	23	3	-6
18	5ASM6Qjiav2xPe7gRkQMsQ	Sleigh Ride	The Ronettes	1025988	62	4	18	44
19	2xLMifQCjDGFmkHkpNLD9h	SICKO MODE	Travis Scott	1020590	9	21	7	-10
20	6zeeWid2sgw4lap2jV61PZ	Better	Khalid	999429	10	9	6	-10
21	4qBejt9FeqLI9blHI1Nq1x	Jingle Bells (feat. The Puppini Sisters)	Michael Bublé	936382	66	8	21	45
22	4so0Wek9Ig1p6CRCHuINwW	White Christmas	Bing Crosby	877286	74	7	22	52
23	2RSHsoi04658QL5xgQVov3	Bad Liar	Imagine Dragons	865864	17	7	17	-6
24	3EPXxR3ImUwfayaurPi3cm	Be Alright	Dean Lewis	851253	12	26	1	-12
25	4rMWDm28mERZcRPc1f3yir	Santa Claus Is Coming To Town	The Jackson 5	845733	nan	1	25	new
26	0Ie5uiv54KgCr7P4sYDTHl	Baby It's Cold Outside (duet with Michael Bublé)	Idina Menzel	806659	86	8	26	60
27	6tjituizSxwSmBB5vtgHZE	Holly Jolly Christmas	Michael Bublé	800117	64	6	27	37
28	14JzyD6FlBD5z0wV5P07YI	when the party's over	Billie Eilish	791840	15	11	2	-13
29	4ricyQVd20UQde1jpXCSuJ	Winter Wonderland	Tony Bennett	779699	104	5	29	75
30	7xapw9Oy21WpfEcib2ErSA	Mistletoe	Justin Bieber	775825	59	4	30	29
31	65Q2mv3UlVi9eO70OpsmSe	A Holly Jolly Christmas - Single Version	Burl Ives	775004	102	5	31	71
32	0todbbT9g5uQGbeFCiBf2F	imagine	Ariana Grande	772631	14	2	14	-18
33	2ISl1zekPsc26sUQpVt8UB	Merry Christmas Everyone - Remastered	Shakin' Stevens	763163	117	4	33	84
34	7K7MUBCnzgBAvMVW2RTWNs	Body (feat. brando)	Loud Luxury	758210	21	21	18	-13
35	4PS1e8f2LvuTFgUs1Cn3ON	The Christmas Song (Merry Christmas To You)	Nat King Cole	755949	111	2	35	76
36	2VxeLyX666F8uXCJ0dZF8B	Shallow	Lady Gaga	749656	16	12	5	-20
37	2iUXsYOEPhVqEBwsqP70rE	Youngblood	5 Seconds of Summer	741986	22	28	1	-15
38	3Z3QhZAZpqwZa1phsbQ3JZ	Driving Home for Christmas	Chris Rea	735142	105	2	38	67
39	5Fla3zyOCcIRqrDoKLU0DP	Let You Love Me	Rita Ora	708422	19	5	15	-20
40	0TBFJanfWaByPIi3f7RR82	Waiting	KIAN	706011	24	4	24	-16
41	09OojFvtrM9YRzRjnXqJjA	Rockin' Around the Christmas Tree	Brenda Lee	697618	144	4	41	103
42	03Pg5wDlaYAZlTNLeAfl2r	Leave Me Lonely	Hilltop Hoods	692603	30	5	30	-12
43	0E9ZjEAyAwOXZ7wJC0PD33	In My Mind	Dynoro	690646	23	23	8	-20
44	3h1EREJfCwyv6cG7CGak5d	What Christmas Means To Me	Stevie Wonder	683819	131	2	44	87
45	2EjXfH91m7f8HiJN1yQg97	Rockin' Around The Christmas Tree	Brenda Lee	677201	75	4	45	30
46	7dt6x5M1jzdTEt8oCbisTK	Better Now	Post Malone	677139	26	35	1	-20
47	0FZ4Dmg8jJJAPJnvBIzD9z	ZEZE (feat. Travis Scott & Offset)	Kodak Black	674078	20	2	20	-27
48	4fzyvSu73BhGvi96p2zwjL	Christmas Lights	Coldplay	665777	122	4	48	74
49	2pnPe4pJtq7689i5ydzvJJ	Run Rudolph Run - Single Version	Chuck Berry	661915	148	3	49	99
50	3id2EVGKc3eFAMn9nFnB0r	Love Someone	Lukas Graham	646463	27	9	27	-23
51	2IRZnDFmlqMuOrYOLnZZyc	Going Bad (feat. Drake)	Meek Mill	633526	28	4	28	-23
52	5kfNriitmkNE8mUbZ7gbq8	Saturday Nights	Khalid	622128	32	8	32	-20
53	3VTNVsTTu05dmTsVFrmGpK	Fairytale of New York (feat. Kirsty MacColl)	The Pogues	617488	137	4	53	84
54	5XSwdC5vHtheRRrMmGoEVV	How To Make Gravy	Paul Kelly	611655	nan	3	54	re-enter
55	2LskIZrCeLxRvCiGP8gxlh	Arms Around You (feat. Maluma & Swae Lee)	XXXTENTACION	611194	25	9	10	-30
56	11P4sSu6BH2lAbWk1sL6cK	Step Into Christmas	Elton John	594433	147	2	56	91
57	05mAIVLkIWc2d1UBYZBCp8	1999	Charli XCX	586577	35	12	13	-22
58	7vQbuQcyTflfCIOu3Uzzya	Jingle Bell Rock	Bobby Helms	582797	99	4	58	41
59	5JEx7HbmvHQQswJCsoo9rA	Close To Me (with Diplo) (feat. Swae Lee)	Ellie Goulding	581753	40	9	31	-19
60	1Qi2wh8fFgDV7tl4Sj3f2K	Have Yourself A Merry Little Christmas	Sam Smith	579322	109	4	60	49
61	2qqZ5fOGuNvYVzgPFDLQ4l	Mary's Boy Child / Oh My Lord	Boney M.	577666	nan	2	61	re-enter
62	1EUH2udRB02nwscTwBeS9S	Have Yourself A Merry Little Christmas	Ella Fitzgerald	577090	nan	1	62	new
63	3KLygy1YWhmrQx0GRs7IOx	Rise	Jonas Blue	567259	33	7	32	-30
64	6MWtB6iiXyIwun0YzU6DFP	Wow.	Post Malone	564378	nan	1	64	new
65	3QiAAp20rPC3dcAtKtMaqQ	Blue Christmas	Elvis Presley	563513	191	3	65	126
66	5tAa8Uaqr4VvA3693mbIhU	Ruin My Life	Zara Larsson	562500	38	10	20	-28
67	1xzBco0xcoJEDXktl7Jxrr	Mo Bamba	Sheck Wes	558273	31	12	19	-36
68	5Ber68jZ7ytegr2UISEdb7	Santa Claus Is Coming to Town	Michael Bublé	555091	128	3	68	60
69	5N5k9nd479b1xpDZ4usjrg	Promises (with Sam Smith)	Calvin Harris	555065	36	19	5	-33
70	7tFiyTwD0nx5a1eklYtX2J	Bohemian Rhapsody - 2011 Mix	Queen	553133	41	11	24	-29
71	3WrG9BpOPQWUus3FjA1Tny	8 Days of Christmas	Destiny's Child	550228	199	4	61	128
72	285pBltuF7vW8TeWk8hdRR	Lucid Dreams	Juice WRLD	521729	34	3	33	-38
73	2xGO2UjzxeVQSIkyg98vck	Thank God It's Christmas - Non-Album Single	Queen	513155	nan	1	73	new
74	1rqqCSm0Qe4I9rUvWncaom	High Hopes	Panic! At The Disco	509225	37	27	9	-37
75	7nGuT0EfqQ1TXcADEKwB6Q	Day Drunk	Morgan Evans	508515	54	11	54	-21
76	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B)	Maroon 5	494530	45	28	3	-31
77	5IaHrVsrferBYDm0bDyABy	Taste (feat. Offset)	Tyga	492814	39	32	5	-38
78	7FjZU7XFs7P9jHI9Z0yRhK	So Close	NOTD	488629	47	7	47	-31
79	5xlS0QkVrSH7ssEbBgBzbM	Little Saint Nick - 1991 Remix	The Beach Boys	475233	nan	2	79	re-enter
80	4S8d14HvHb70ImctNgVzQQ	I Love It (& Lil Pump)	Kanye West	473275	44	16	1	-36
81	3nAp4IvdMPPWEH9uuXFFV5	Underneath the Tree	Kelly Clarkson	472930	198	3	81	117
82	7FOJKfiyl1tegmYRqs7AuZ	We Wish You a Merry Christmas / End Title - Voice	Traditional	471071	nan	2	82	re-enter
83	7Lbxvt42JsNSKVCaN63qhD	Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version	Paul McCartney	470563	186	2	83	103
84	7pdF27mSDuPWhppnHAmWHa	whoa (mind in awe)	XXXTENTACION	469455	43	3	22	-41
85	2gbCG4Rt9984UZ7Tc0dIFd	White Christmas (with Shania Twain)	Michael Bublé	468422	181	3	85	96
86	6YJdPrH3i2POzu7hdHIRrb	Santa Baby	Ariana Grande	459147	132	3	86	46
87	75ZvA4QfFiZvzhj2xkaWAh	I Fall Apart	Post Malone	456489	52	66	1	-35
88	2G7V7zsVDxg1yRsu7Ew9RJ	In My Feelings	Drake	453340	50	23	1	-38
89	3ee8Jmje8o58CHK66QrVC2	SAD!	XXXTENTACION	448974	46	41	3	-43
