position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	58dxGXavrcagRqA58fNB0Z	Pretender	Official HIGE DANdism	971963	1	2	1	0
2	2yozZfRYHP7Elsymghu5t3	宿命	Official HIGE DANdism	770073	2	2	2	0
3	2cKiHG16JBiqHdi7Llq0r7	マリーゴールド	Aimyon	590286	3	32	1	0
4	5DMEvbg3gUmiR5HIBWdveV	ノーダウト	Official HIGE DANdism	572180	4	67	3	0
5	0mNO3xUzjsI17GXO1DRFCH	Hakujitsu	King Gnu	542010	5	28	2	0
6	4Jj31lihp5Nvdi4lFRjrqc	Machigaisagashi	Masaki Suda	521505	6	11	3	0
7	7MhJmtlNl6R0oppdG59CaI	Stand By You	Official HIGE DANdism	427744	9	2	7	2
8	0QKmcZNAST4GytJYmkN05D	Sayonara Elegy	Masaki Suda	406318	7	78	1	-1
9	2jdbZGFp8KVTuk0YxDNL4l	高嶺の花子さん	back number	406124	8	29	8	-1
10	59eluCMn0XbOWqeWQ91FTM	君はロックを聴かない	Aimyon	403079	10	85	2	0
11	68KMKHen3fHDgD8z1aBWCK	Hikoutei	King Gnu	360380	11	6	9	0
12	7GYGVDPbi0zQUBIkuOPAY0	ハルノヒ	Aimyon	354046	12	25	5	0
13	278JqkBGkjDovOYAwE8TW7	115万キロのフィルム	Official HIGE DANdism	349277	14	20	13	1
14	0a3587n25Xhw098UeEbeJq	青と夏	Mrs. GREEN APPLE	348797	13	62	6	-1
15	6kKvmT4i0Dercz6f3kftg3	今夜このまま	Aimyon	346578	15	32	2	0
16	77lmDcPPyY6kK907gdgC6i	HANABI	Mr.Children	335174	16	71	1	0
17	3S3DDZrPOYTirleXRyHnNM	イエスタデイ	Official HIGE DANdism	328142	199	2	17	182
18	7swIKcU4tFRk4iFJpi12Fg	小さな恋のうた	MONGOL800	326557	17	108	7	-1
19	6v3KW9xbzN5yKLt9YKDYA2	Señorita	Shawn Mendes	326235	24	8	19	5
20	3wJHCry960drNlAUGrJLmz	ただ君に晴れ	ヨルシカ	323720	21	37	20	1
