position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5LkWXxDxUTwEVHL0pfKL55	Pretender	Official HIGE DANdism	697014	1	10	1	0
2	2cKiHG16JBiqHdi7Llq0r7	マリーゴールド	Aimyon	505187	2	23	1	0
3	4Jj31lihp5Nvdi4lFRjrqc	Machigaisagashi	Masaki Suda	452485	3	2	3	0
4	0mNO3xUzjsI17GXO1DRFCH	Hakujitsu	King Gnu	405667	4	19	2	0
5	5DMEvbg3gUmiR5HIBWdveV	ノーダウト	Official HIGE DANdism	351204	6	58	5	1
6	59eluCMn0XbOWqeWQ91FTM	君はロックを聴かない	Aimyon	351184	5	76	2	-1
7	0hVXuCcriWRGvwMV1r5Yn9	I Don't Care (with Justin Bieber)	Ed Sheeran	312584	nan	1	7	new
8	6kKvmT4i0Dercz6f3kftg3	今夜このまま	Aimyon	301883	7	23	2	-1
9	7GYGVDPbi0zQUBIkuOPAY0	ハルノヒ	Aimyon	301329	8	16	5	-1
10	3dxNgSDQXEz0RiFlffWfH4	宿命	Official HIGE DANdism	294224	86	2	10	76
11	0QKmcZNAST4GytJYmkN05D	Sayonara Elegy	Masaki Suda	291428	9	69	1	-2
12	70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	Ed Sheeran	282651	nan	1	12	new
13	7swIKcU4tFRk4iFJpi12Fg	小さな恋のうた	MONGOL800	270253	10	99	7	-3
14	77lmDcPPyY6kK907gdgC6i	HANABI	Mr.Children	264798	11	62	1	-3
15	0a3587n25Xhw098UeEbeJq	青と夏	Mrs. GREEN APPLE	258750	14	53	6	-1
16	2jdbZGFp8KVTuk0YxDNL4l	高嶺の花子さん	back number	258652	13	20	13	-3
17	4IouQaO9GkaHC7AtMErdSa	打上花火	DAOKO	253665	15	83	1	-2
18	0XvOvUbvflmXxU8yqnF8Cp	Stand By You	Official HIGE DANdism	247678	24	40	15	6
19	22aZD7yaGYfhgCYazL4nbc	366日	HY	244364	19	78	7	0
20	0ve9Tpz8Yw0I4eXhWsy21o	ワタリドリ	[Alexandros]	243285	16	99	7	-4
21	0TK2YIli7K1leLovkQiNik	Señorita	Shawn Mendes	231909	17	4	14	-4
22	0ssEfLe9aqPhMmLXKqBw6J	ハッピーエンド	back number	230529	25	21	13	3
23	5P8ZvBQoCrujjNcLAxO3Su	クリスマスソング	back number	228042	23	21	16	0
24	0N8Xztr4pBHJ7V0moJWhbO	愛を伝えたいだとか	Aimyon	222342	27	75	4	3
25	44vXWYTcdrejrIQZEoHzl8	Lights	BTS	220829	18	3	18	-7
