position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5LkWXxDxUTwEVHL0pfKL55	Pretender	Official HIGE DANdism	818760	1	14	1	0
2	3SjtQBle9ChDYCjJzWQkaY	宿命	Official HIGE DANdism	570240	4	3	2	2
3	2cKiHG16JBiqHdi7Llq0r7	マリーゴールド	Aimyon	514088	2	27	1	-1
4	5DMEvbg3gUmiR5HIBWdveV	ノーダウト	Official HIGE DANdism	455194	5	62	4	1
5	4Jj31lihp5Nvdi4lFRjrqc	Machigaisagashi	Masaki Suda	434787	3	6	3	-2
6	0mNO3xUzjsI17GXO1DRFCH	Hakujitsu	King Gnu	428117	6	23	2	0
7	59eluCMn0XbOWqeWQ91FTM	君はロックを聴かない	Aimyon	351849	7	80	2	0
8	2jdbZGFp8KVTuk0YxDNL4l	高嶺の花子さん	back number	313875	8	24	8	0
9	68KMKHen3fHDgD8z1aBWCK	Hikoutei	King Gnu	309291	nan	1	9	new
10	0QKmcZNAST4GytJYmkN05D	Sayonara Elegy	Masaki Suda	308965	9	73	1	-1
11	0a3587n25Xhw098UeEbeJq	青と夏	Mrs. GREEN APPLE	299626	10	57	6	-1
12	0XvOvUbvflmXxU8yqnF8Cp	Stand By You	Official HIGE DANdism	299117	13	44	12	1
13	6kKvmT4i0Dercz6f3kftg3	今夜このまま	Aimyon	295499	11	27	2	-2
14	7GYGVDPbi0zQUBIkuOPAY0	ハルノヒ	Aimyon	288283	12	20	5	-2
15	4IouQaO9GkaHC7AtMErdSa	打上花火	DAOKO	280485	17	87	1	2
16	77lmDcPPyY6kK907gdgC6i	HANABI	Mr.Children	272705	15	66	1	-1
17	7swIKcU4tFRk4iFJpi12Fg	小さな恋のうた	MONGOL800	269403	16	103	7	-1
18	34s49nvRfQy1kzx7DBqVRC	真夏の夜の匂いがする	Aimyon	264104	14	4	14	-4
19	278JqkBGkjDovOYAwE8TW7	115万キロのフィルム	Official HIGE DANdism	261326	20	15	19	1
20	0ve9Tpz8Yw0I4eXhWsy21o	ワタリドリ	[Alexandros]	241857	19	103	7	-1
21	22aZD7yaGYfhgCYazL4nbc	366日	HY	236521	18	82	7	-3
22	0N8Xztr4pBHJ7V0moJWhbO	愛を伝えたいだとか	Aimyon	230444	23	79	4	1
23	0ssEfLe9aqPhMmLXKqBw6J	ハッピーエンド	back number	226356	22	25	13	-1
24	0bdYJCO9clK9ew61Z7GqMf	Paprika	Foorin	225787	43	22	24	19
25	7BwkDMUfGl0yttRXS13SAO	ロマンチシズム	Mrs. GREEN APPLE	224785	25	22	25	0
26	3wJHCry960drNlAUGrJLmz	ただ君に晴れ	ヨルシカ	223876	27	32	26	1
27	7qiZfU4dY1lWllzX7mPBI3	Shape of You	Ed Sheeran	222143	24	103	1	-3
28	6v3KW9xbzN5yKLt9YKDYA2	Señorita	Shawn Mendes	221057	21	3	21	-7
29	6ODZT1FGTE2q4two05giS1	新宝島	Sakanaction	217228	30	73	4	1
30	7CmWXD3w1xOO53AAO4LRVQ	愛をこめて花束を	Superfly	215512	29	103	6	-1
31	5P8ZvBQoCrujjNcLAxO3Su	クリスマスソング	back number	212154	26	25	16	-5
32	7iXHLtPosbHvglVSJ4rxLq	愛唄	GReeeeN	211865	28	90	6	-4
33	0hVXuCcriWRGvwMV1r5Yn9	I Don't Care (with Justin Bieber)	Ed Sheeran	204780	31	5	7	-2
34	7H5uStZMOGpcVw7eW0eyTi	トリコ	Nissy	198719	32	28	26	-2
35	45jGOHwYKgsRYbAJ8DR61d	ひまわりの約束	Motohiro Hata	198274	35	65	34	0
36	0Ryd8975WihbObpp5cPW1t	boyfriend (with Social House)	Ariana Grande	198176	36	2	36	0
37	64yajM6CxtLghmgB53VeXT	インフェルノ	Mrs. GREEN APPLE	193940	34	4	34	-3
38	7a7EIFzJLd7lcDRgThMQgm	Wherever you are	ONE OK ROCK	192555	39	11	28	1
39	70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	Ed Sheeran	190816	33	5	12	-6
40	2bT1PH7Cw3J9p3t7nlXCdh	If I Can't Have You	Shawn Mendes	187711	37	3	37	-3
41	44vXWYTcdrejrIQZEoHzl8	Lights	BTS	183820	40	7	18	-1
42	5RbMlPFL4gVyEHW2lEOuzG	奏(かなで)	Sukima Switch	183120	41	52	22	-1
43	4IubwxgmXeZtDtYjTaT9gN	鱗(うろこ)	Motohiro Hata	182487	38	59	19	-5
44	46gSY0U7ZZCmd7EuJuo15N	恋音と雨空	AAA	181522	42	103	7	-2
45	2H3bOGOE50qEo5wAYoJiwL	貴方解剖純愛歌〜死ね〜	Aimyon	181510	44	54	12	-1
46	0kA7SWxWPYqSyIbMl51X5b	君に届け	flumpool	176750	45	73	25	-1
47	7M3TZDUNvaNBo0qtWVaZif	WanteD! WanteD!	Mrs. GREEN APPLE	175808	46	70	23	-1
48	4bK6qPvD4xB8npRkZa1a55	Kimiga Kureta Natsu	Leo Ieiri	166993	47	80	22	-1
49	5KawlOMHjWeUjQtnuRs22c	Boy With Luv (feat. Halsey)	BTS	164899	48	18	2	-1
