position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5gvrBqNFFEWcxYPt3mamvJ	quando a bad bater - ao vivo	Luan Santana	4206405	1	4	1	0
2	3GmJxfnUDrIs1iCfKUELFz	Supera - Ao Vivo	Marília Mendonça	4105691	2	5	2	0
3	6QwFUcPc5nhsqZuhXUYtV7	Tijolão - Ao Vivo	Jorge & Mateus	3725408	4	17	1	1
4	72xB2J9ZeBl0Rzxq2XmzdY	Lençol Dobrado	João Gustavo e Murilo	3560503	5	5	3	1
5	5dKesZwp6deuhEeW8F1UEi	Hit Contagiante	Felipe Original	3544184	6	8	4	1
6	1U3tv41tFRgOfbytpuYQrR	Ferida Curada	Zé Neto & Cristiano	3479795	7	9	6	1
7	3MkdA6vwF0ifRl86yzTlJW	Kenny G	Matuê	3185995	10	2	7	3
8	26WpOBpHiIMoBuMEIwtOCH	Quando a vontade bater (Participação especial de PK Delas)	Pk	3082874	9	27	8	1
9	4E6RdcCWMiHTu7zy1VTNDo	Todo Mundo Vai Sofrer - Ao Vivo	Marília Mendonça	2995961	8	18	1	-1
10	5q0NlM6Pm8Pp3orq7zGiRn	Quarta Cadeira - Ao Vivo	Matheus & Kauan	2989420	13	26	10	3
11	3Uq45ipGutypFPmETfaoaH	Gaiola É o Troco	MC Du Black	2953081	14	8	11	3
12	3NkJNL3WqO1Lqc3uNDxvCN	Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)	Ariana Grande	2925726	nan	1	12	new
13	51Fjme0JiitpyXKuyQiCDo	Lalala	Y2K	2897575	20	4	13	7
14	1nqaSoiLuqevDes4S18sO7	Milu	Gusttavo Lima	2850245	12	12	8	-2
15	6v3KW9xbzN5yKLt9YKDYA2	Señorita	Shawn Mendes	2690285	17	8	12	2
16	4mkagJJ8AM1hzeyrgAJc3x	Te Amo Sem Compromisso	MC Doni	2678548	11	5	8	-5
17	6sRLrSetyIwIKhW1eMlUNP	Vou Ter Que Superar - Ao Vivo	Matheus & Kauan	2449809	16	26	2	-1
18	1xyVMQx51Kab6eLVtE6twx	Cobaia	Lauana Prado	2443081	15	58	6	-3
19	4lEw9Id7kLDSJ6KRdaenM9	Espaçosa Demais - Ao Vivo	Felipe Araújo	2377700	18	50	13	-1
20	0WhDotK0QXigmsrlw0DxKK	Evoluiu	MC Kevin o Chris	2345073	19	22	2	-1
21	5fY9bVl1Wj4PIM3wnduWop	Serenata - Ao Vivo	Marília Mendonça	2211843	24	18	21	3
22	4k20Ie47EcWtS4wMBn8w8S	Invocada (Participação especial de Léo Santana) - Ao vivo	Ludmilla	2187660	23	8	19	1
23	7Gk5OrMYaMRtT2JmgJVAfk	Pupila	ANAVITÓRIA	2179558	25	11	18	2
24	4gDvg62vG96w0qJaF6wzcd	A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília	Diego & Victor Hugo	2170384	22	26	17	-2
25	2bbFhnxYjeb9jYEX2MDKLQ	Uma nora pra cada dia	MC Kevinho	2129595	21	12	5	-4
26	4RC2nzqaQygxoVQOVv3XlT	Contatinho - Ao Vivo	Leo Santana	2116086	58	2	26	32
27	6V43u5SCjkfMpxMAXRPifr	Sentou e Gostou	MC JottaPê	2106771	3	11	3	-24
28	3RbXsVQr4jeTxvT35Hssq3	Bebi Liguei - Ao Vivo	Marília Mendonça	2101490	26	30	4	-2
29	4jGzR5Vri06Y5T9SxM7m5P	Algo Mais (Amante) - Ao Vivo	Xand Avião	2015673	27	18	14	-2
30	1owErGXMkNVCgCmCjI1vRL	Quem Traiu Levou - Ao Vivo	Gusttavo Lima	1939017	nan	1	30	new
31	2YpeDb67231RjR0MgVLzsG	Old Town Road - Remix	Lil Nas X	1933215	29	8	22	-2
32	2KyXyTrp3kp1Fsg7B1osYD	Para, Pensa e Volta - Ao Vivo	Yasmin Santos	1912845	28	12	24	-4
33	159ntSAEWJ9zIMOSXmQ530	choque térmico - ao vivo	Luan Santana	1878064	65	4	33	32
34	33g4LmRrWddOvMLnynSktj	Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019	George Henrique & Rodrigo	1864001	32	21	31	-2
35	5MMrkwK6AgNAsgHVdC7daZ	Péssimo Negócio (Ao Vivo)	Dilsinho	1860314	30	33	18	-5
36	2qiqXQ2Suc253bR7k9AKVD	Baile da Colômbia (Brega Funk) - Remix	MC Ysa	1818695	31	7	27	-5
37	3tU3UAasaDA9OixXGC3O33	Fingindo Maturidade - Ao Vivo	Mano Walter	1721157	33	19	19	-4
