position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	3Uq45ipGutypFPmETfaoaH	Gaiola É o Troco	MC Du Black	3863371	2	12	1	1
2	5gvrBqNFFEWcxYPt3mamvJ	quando a bad bater - ao vivo	Luan Santana	3762562	1	8	1	-1
3	3GmJxfnUDrIs1iCfKUELFz	Supera - Ao Vivo	Marília Mendonça	3755671	4	9	1	1
4	5dKesZwp6deuhEeW8F1UEi	Hit Contagiante	Felipe Original	3677538	3	12	2	-1
5	5F8ffc8KWKNawllr5WsW0r	Surtada - Remix Brega Funk	Dadá Boladão	3560397	9	3	5	4
6	6QwFUcPc5nhsqZuhXUYtV7	Tijolão - Ao Vivo	Jorge & Mateus	3282844	5	21	1	-1
7	4RC2nzqaQygxoVQOVv3XlT	Contatinho - Ao Vivo	Leo Santana	3124604	6	6	6	-1
8	72xB2J9ZeBl0Rzxq2XmzdY	Lençol Dobrado	João Gustavo e Murilo	3047858	8	9	3	0
9	1U3tv41tFRgOfbytpuYQrR	Ferida Curada	Zé Neto & Cristiano	3029392	7	13	6	-2
10	14kRWkCWBYfQqILflEcpSJ	Chama Ela (feat. Pedro Sampaio)	Lexa	2898207	22	3	10	12
11	4k20Ie47EcWtS4wMBn8w8S	Invocada (Participação especial de Léo Santana) - Ao vivo	Ludmilla	2887542	13	12	11	2
12	5q0NlM6Pm8Pp3orq7zGiRn	Quarta Cadeira - Ao Vivo	Matheus & Kauan	2791573	12	30	10	0
13	26WpOBpHiIMoBuMEIwtOCH	Quando a vontade bater (Participação especial de PK Delas)	Pk	2754131	11	31	8	-2
14	3MkdA6vwF0ifRl86yzTlJW	Kenny G	Matuê	2690939	10	6	7	-4
15	52vPpP2gEYaBROIS77J38P	Complicado	Vitão	2586815	14	2	14	-1
16	1owErGXMkNVCgCmCjI1vRL	Quem Traiu Levou - Ao Vivo	Gusttavo Lima	2314968	18	5	16	2
17	4E6RdcCWMiHTu7zy1VTNDo	Todo Mundo Vai Sofrer - Ao Vivo	Marília Mendonça	2293436	20	22	1	3
18	7Gk5OrMYaMRtT2JmgJVAfk	Pupila	ANAVITÓRIA	2220077	16	15	16	-2
