position	song_id	song_name	artist	streams	last_week_position	weeks_on_chart	peak_position	position_status
1	5lCxlSBFyP5g4EhVypAoOu	Au DD	PNL	2351746	1	4	1	0
2	2jX5c5RFp0A9E1GDsvGxIa	Balance ton quoi	Angèle	1648064	3	30	2	1
3	5c2HadbVTsMKjja4gohEFI	Maman ne le sait pas (feat. Niska)	Ninho	1512825	4	6	2	1
4	28fP6qcMGPfYOjrx8AOWFn	RR 9.1	Koba LaD	1486835	2	2	2	-2
5	55mCsKCo4bPuYtZvHppp8z	Médicament	Niska	1473185	5	4	5	0
6	0rQbvQpjQ6QeeCAnVRzokf	Goutte d'eau	Ninho	1243632	6	6	4	0
7	0Jh6iWjna1wk5le0Ahn7No	La vie qu'on mène	Ninho	1198016	7	6	3	0
8	5oePa8PlOTPAlRaGs2OZ3A	Putana	Ninho	1089972	10	6	4	2
9	3vmoC735YdyvsrF0HtbmGn	Papers (feat. Ninho)	Zola	1055201	15	4	9	6
10	6hzi3AGB39FjxFqcjgbWs7	Deux frères	PNL	1026444	8	4	2	-2
11	2QpUWi6VSNOt2WyH5FIeLD	Pookie	Aya Nakamura	1004695	17	26	11	6
12	5w9c2J52mkdntKOmRLeM2m	Con Calma	Daddy Yankee	994266	12	11	12	0
13	295SxdR1DqunCNwd0U767w	Blanka	PNL	950276	9	4	3	-4
14	5n9NAd0Y5OUeOGU0nVtLua	Chang	PNL	917322	11	4	4	-3
15	6stxV2bl7xSiPUornxwyNR	Khapta	Heuss L'enfoiré	908777	14	14	1	-1
16	5iwz1NiezX7WWjnCgY5TH4	Calma - Remix	Pedro Capó	898143	23	16	16	7
17	4WB9OeauHXnGOMUK4s80gM	Trop beau	Lomepal	867176	25	21	1	8
18	5gqh2FMBquUEwDsRUU4pCF	Shenmue	PNL	856134	13	4	7	-5
19	2aG2nLUd8NNI7vFuOLBCe0	Autre monde	PNL	832477	16	4	3	-3
20	6YHnhfw8yMCx4vZvsgem3D	Hasta la vista	PNL	821782	18	4	6	-2
21	1gRMO4h3NGb1ZJA7TNdMPj	Zoulou tchaing	PNL	787817	21	4	10	0
22	3cdxShmWeMHolKPDi3SRXM	Menace	PNL	785602	19	4	9	-3
23	5WHTFyqSii0lmT9R21abT8	Don't Call Me Up	Mabel	775810	31	10	23	8
24	6ocbgoVGwYJhOv1GgI9NsF	7 rings	Ariana Grande	775292	26	12	2	2
25	45tz0Mf66Nw7uSPdcOe1Qg	C'est mon sang	RK	753852	29	4	25	4
26	6g8Waa9vcFQP1FElldjfRr	Possédé	Djadja & Dinaz	749263	37	6	15	11
27	4LAGHmHcSt0HHwXCJcFri6	91's	PNL	740698	24	4	13	-3
28	06O3hxudc6V0BOuoCFSy71	Tout oublier	Angèle	727534	34	30	1	6
29	4Sib57MmYGJzSvkW84jTwh	ME! (feat. Brendon Urie of Panic! At The Disco)	Taylor Swift	720193	nan	1	29	new
30	35e7ckbWgHjHI9n3oL6jnd	Malade	Roméo Elvis	707714	33	3	23	3
31	5fuCDbUO4N25kp71MunbDk	Fuck le 17	13 Block	704373	nan	1	31	new
32	25yiHDniULzQL1BaFgV4Tq	Kuta ubud	PNL	700672	30	4	12	-2
33	5Bj9llJ7xr70Ny2nWiSM6G	Celsius	PNL	693496	28	4	8	-5
34	2Fxmhks0bxGSBdJ92vM42m	bad guy	Billie Eilish	689259	44	5	34	10
35	6u7jPi22kF8CTQ3rb9DHE7	Old Town Road (feat. Billy Ray Cyrus) - Remix	Lil Nas X	670309	53	4	35	18
